Approved_symbol	Previous_symbols	Gene_group_ID	NCBI_Gene_ID
HMGB1P8	HMG1L8|HMGB1L8		692147
HMGB1P9	HMG1L9|HMGB1L9		654503
HMGB1P10	HMG1L10|HMGB1L10		100130561
HMGB1P11	HMGB1L11		100419996
HMGB1P12	HMGB1L12		100129723
HMGB1P13	HMGB1L13		100129706
HMGB1P14	HMGB1P|HMGB1L14		319130
HMGB1P15			644129
HMGB1P16			646577
HMGB1P17			100419974
HMGB1P18			646526
HMGB1P19			100419979
HMGB1P20			100128227
HMGB1P21			100419947
HMGB1P22			644659
HMGB1P23			100873891
HMGB1P24			100420063
HMGB1P25			644651
HMGB1P26			645201
HMGB1P27			100527948
HMGB1P28			100133310
HMGB1P29			100873892
HMGB1P30			100873893
HMGB1P31			<NA>
HMGB1P32			100419995
HMGB1P33			100873905
HMGB1P34			100420100
HMGB1P35			100419950
HMGB1P36			100419968
HMGB1P37			100132863
HMGB1P38			<NA>
HMGB1P39			100419972
HMGB1P40			100506595
HMGB1P41			<NA>
HMGB1P42			100873906
HMGB1P43			100420041
HMGB1P44			100130279
HMGB1P45			100129919
HMGB1P46			100419978
HMGB1P47			100873897
HMGB1P48			100128639
HMGB1P49			100420013
HMGB1P50			109729125
HMGB1P51			109729159
HMGB2	HMG2	511|1659	3148
HMGB2P1			729119
HMGB3	HMG4	511	3149
HMGB3P1	HMG4L|HMGB3L1		128872
HMGB3P2	HMG4L2|HMGB3L2		128879
HMGB3P3			100419949
HMGB3P4			100873890
HMGB3P5			645360
HMGB3P6			729952
HMGB3P7			100420033
HMGB3P8			100506039
HMGB3P9			<NA>
HMGB3P10			100129320
HMGB3P11			644442
HMGB3P12			<NA>
HMGB3P13			100289158
HMGB3P14			<NA>
HMGB3P15			644429
HMGB3P16			<NA>
HMGB3P17			100419948
HMGB3P18			644502
HMGB3P19			729635
HMGB3P20			442661
HMGB3P21			<NA>
HMGB3P22			729595
HMGB3P23			100288563
HMGB3P24			646993
HMGB3P25			<NA>
HMGB3P26			100130405
HMGB3P27			441795
HMGB3P28			100131036
HMGB3P29			100420015
HMGB3P30			203510
HMGB3P31			392545
HMGB3P32			100507549
HMGB4		511	127540
HMGCL			3155
HMGCLL1			54511
HMGCR			3156
HMGCS1	HMGCS		3157
HMGCS2			3158
HMGN1	HMG14	511	3150
HMGN1P1	HMGN1L1		319131
HMGN1P2	HMG14P|HMGN1L2		54048
HMGN1P3			100036574
HMGN1P4			100036575
HMGN1P5			<NA>
HMGN1P6			<NA>
HMGN1P7			100129555
HMGN1P8			<NA>
HMGN1P9			<NA>
HMGN1P10			<NA>
HMGN1P11			644534
HMGN1P12			<NA>
HMGN1P13			<NA>
HMGN1P14			<NA>
HMGN1P15			<NA>
HMGN1P16			<NA>
HMGN1P17			<NA>
HMGN1P18			<NA>
HMGN1P19			<NA>
HMGN1P20			<NA>
HMGN1P21			728325
HMGN1P22			<NA>
HMGN1P23			<NA>
HMGN1P24			<NA>
HMGN1P25			100507124
HMGN1P26			100128015
HMGN1P27			<NA>
HMGN1P28			<NA>
HMGN1P29			100885865
HMGN1P30			100132992
HMGN1P31			728111
HMGN1P32			<NA>
HMGN1P33			<NA>
HMGN1P34			<NA>
HMGN1P35			<NA>
HMGN1P36			728851
HMGN1P37			728776
HMGN1P38			643790
HMGN2	HMG17	511	3151
HMGN2P1	HMGN2P|HMGN2L1		319132
HMGN2P2	HMGN2L2		317726
HMGN2P3	HMGN2L3		728632
HMGN2P4	HMGN2L4		643744
HMGN2P5	HMGN2L5		727795
HMGN2P6	HMGN2L6		643872
HMGN2P7	HMGN2L7		644498
HMGN2P8	HMGN2L8		100288691
HMGN2P9	HMG17L1|HMGN2L9		23605
HMGN2P10	HMG17L2|HMGN2L10		23606
HMGN2P11	HMG17P1|HMGN2L11		3152
HMGN2P12	HMG17P2|HMGN2L12		3153
HMGN2P13			100289682
HMGN2P14			<NA>
HMGN2P15			100288165
HMGN2P16	HMGN2L		728234
HMGN2P17			100113373
HMGN2P18			648822
HMGN2P19			<NA>
HMGN2P20			646049
HMGN2P21			<NA>
HMGN2P22			<NA>
HMGN2P23			100874469
HMGN2P24			729505
HMGN2P25			729687
HMGN2P26			<NA>
HMGN2P27			<NA>
HMGN2P28			100128372
HMGN2P29			100874472
HMGN2P30			100131183
HMGN2P31			645930
HMGN2P32			<NA>
HMGN2P33			100874474
HMGN2P34			<NA>
HMGN2P35			<NA>
HMGN2P36			<NA>
HMGN2P37			<NA>
HMGN2P38			100874482
HMGN2P39			<NA>
HMGN2P40			100874484
HMGN2P41			729564
HMGN2P42			100874485
HMGN2P43			<NA>
HMGN2P44			<NA>
HMGN2P45			<NA>
HMGN2P46	C15orf21		283651
HMGN2P47			106480791
HMGN2P48			100129956
HMGN3	TRIP7	511	9324
HMGN3-AS1		1987	100288198
HMGN3P1			100289191
HMGN4	HMG17L3	511	10473
HMGN5	NSBP1	511	79366
HMGXB3	HMGX3	512	22993
HMGXB4	HMG2L1	512	10042
HMHB1		870	57824
HMI			<NA>
HMMR		471	3161
HMMR-AS1		1987	101927813
HMOX1			3162
HMOX2			3163
HMR			<NA>
HMS1			<NA>
HMSD	C18orf53	870	284293
HMX1		519	3166
HMX2		519	3167
HMX3		519	340784
HNB1			<NA>
HNF1A	MODY3|TCF1	524	6927
HNF1A-AS1	C12orf27|NCRNA00262	1987	283460
HNF1B	TCF2	524	6928
HNF4A	TCF14|MODY|MODY1	2085|1691	3172
HNF4A-AS1		1987	101927219
HNF4G		2085	3174
HNF4GP1			100130462
HNF6A			<NA>
HNMT		2063	3176
HNP36			<NA>
HNRNPA0	HNRPA0	1950|725	10949
HNRNPA1	HNRPA1	725|1950|1504	3178
HNRNPA1L2		1950|725	144983
HNRNPA1L3	HNRNPA1P48		642659
HNRNPA1P1	HNRPA1P1		645950
HNRNPA1P2	HNRPA1P2		100131609
HNRNPA1P3	HNRPA1P3		170524
HNRNPA1P4	HNRPA1P4		389674
HNRNPA1P5			100506712
HNRNPA1P6	HNRPA1L|HNRNPA1L|HNRNPA1L1		729423
HNRNPA1P7	HNRPA1L3		388275
HNRNPA1P8			402562
HNRNPA1P9			100421389
HNRNPA1P10			664709
HNRNPA1P11			100128044
HNRNPA1P12			644037
HNRNPA1P13			100131130
HNRNPA1P14			100421351
HNRNPA1P15			100421353
HNRNPA1P16			440396
HNRNPA1P17			100421376
HNRNPA1P18			100874400
HNRNPA1P19			100874402
HNRNPA1P20			344741
HNRNPA1P21			344697
HNRNPA1P22			729102
HNRNPA1P23			100130002
HNRNPA1P24			100874396
HNRNPA1P25			100131983
HNRNPA1P26			664722
HNRNPA1P27			664721
HNRNPA1P28			100288038
HNRNPA1P29			100421424
HNRNPA1P30			440125
HNRNPA1P31			100506925
HNRNPA1P32			645940
HNRNPA1P33			728643
HNRNPA1P34			100996501
HNRNPA1P35			645691
HNRNPA1P36			100128836
HNRNPA1P37			100421379
HNRNPA1P38			100421384
HNRNPA1P39			402112
HNRNPA1P40			100129920
HNRNPA1P41			100128701
HNRNPA1P42			100287266
HNRNPA1P43			400769
HNRNPA1P44			100421432
HNRNPA1P45			100130660
HNRNPA1P46			100421399
HNRNPA1P47			100287191
HNRNPA1P49			<NA>
HNRNPA1P50			728170
HNRNPA1P51			729366
HNRNPA1P52			645001
HNRNPA1P53			728732
HNRNPA1P54			100421398
HNRNPA1P55			642958
HNRNPA1P56			391670
HNRNPA1P57			101060039
HNRNPA1P58			100289286
HNRNPA1P59			730246
HNRNPA1P60			120364
HNRNPA1P61			100288283
HNRNPA1P62			<NA>
HNRNPA1P63			645436
HNRNPA1P64			100129325
HNRNPA1P65			<NA>
HNRNPA1P66			391378
HNRNPA1P67			728019
HNRNPA1P68			100421397
HNRNPA1P69			<NA>
HNRNPA1P70			341333
HNRNPA1P71			100421433
HNRNPA1P72			<NA>
HNRNPA1P73			100129606
HNRNPA1P74			100421430
HNRNPA1P75			<NA>
HNRNPA1P76			<NA>
HNRNPA1P77			100421378
HNRNPA2B1	HNRPA2B1	725|1950	3181
HNRNPA3	HNRPA3	1950|725|1691	220988
HNRNPA3P1	HNRPA3|HNRPA3P1		10151
HNRNPA3P2	HNRPA3P|HNRPA3P2		170526
HNRNPA3P3			643689
HNRNPA3P4			389395
HNRNPA3P5			387933
HNRNPA3P6			653115
HNRNPA3P7			100421357
HNRNPA3P8			100129557
HNRNPA3P9			100421415
HNRNPA3P10			100421413
HNRNPA3P11			100421431
HNRNPA3P12			100421395
HNRNPA3P13			441026
HNRNPA3P14			729817
HNRNPA3P15			<NA>
HNRNPA3P16			100421451
HNRNPA3P17			<NA>
HNRNPAB	HNRPAB	1950|1504|725	3182
HNRNPABP1			390294
HNRNPC	HNRPC	725|1950|1510|1516	3183
HNRNPCL1	HNRPCL1	725	343069
HNRNPCL2	HNRNPCP5		440563
HNRNPCL3			649330
HNRNPCL4			101060301
HNRNPCP1	HNRPCP		319133
HNRNPCP2			653447
HNRNPCP3			646956
HNRNPCP4			100421828
HNRNPCP6			100421794
HNRNPCP7			100127907
HNRNPCP8			100131842
HNRNPCP9			100130196
HNRNPCP10			100129229
HNRNPD	AUF1|HNRPD	725|1950	3184
HNRNPD-DT		1990	101928963
HNRNPDL	HNRPDL|LGMD1G	1950|725	9987
HNRNPDLP1			100128595
HNRNPDLP2			100128061
HNRNPDLP3			106481662
HNRNPDLP4			100421657
HNRNPDLP5			112351742
HNRNPDP1	HNRPDP|HNRNPDP		8251
HNRNPDP2			<NA>
HNRNPF	HNRPF	725|1950	3185
HNRNPFP1			644449
HNRNPH1	HNRPH1	1950|725	3187
HNRNPH1P1			100132803
HNRNPH1P2			100129368
HNRNPH1P3			402216
HNRNPH2	HNRPH2	725|1950	3188
HNRNPH3	HNRPH3	1950|725	3189
HNRNPH3P1			<NA>
HNRNPK	HNRPK	1950|1691	3190
HNRNPK-AS1		1987	<NA>
HNRNPKP1			389322
HNRNPKP2			389053
HNRNPKP3			399881
HNRNPKP4			644063
HNRNPKP5			<NA>
HNRNPL	HNRPL	1950|725	3191
HNRNPLL	HNRPLL	725|1950	92906
HNRNPLP1			442157
HNRNPLP2			644390
HNRNPM	NAGR1|HNRPM	725|1950	4670
HNRNPMP1			645204
HNRNPMP2			390948
HNRNPR	HNRPR	1950|725	10236
HNRNPRP1			100125387
HNRNPRP2			100421354
HNRNPRP3			100421323
HNRNPU	HNRPU|HNRNPU-AS1|C1orf199|NCRNA00201	1950	3192
HNRNPU-AS1	C1orf199|NCRNA00201		<NA>
HNRNPUL1	HNRPUL1		11100
HNRNPUL2	HNRPUL2		221092
HNRNPUL2-BSCL2			100534595
HNRNPUP1	HNRPUP		319134
HNRPG			<NA>
HOAC			<NA>
HOATZ	C11orf88		399949
HOGA1	C10orf65|DHDPSL		112817
HOKPP			<NA>
HOMER1		871	9456
HOMER2		871	9455
HOMER2P1			317768
HOMER2P2			317769
HOMER3		871	9454
HOMER3-AS1		1987	102724360
HOMEZ	KIAA1443	529	57594
HOMG	HSH		<NA>
HOMG2			<NA>
HOOK1		2012	51361
HOOK2		2012	29911
HOOK3		2012	84376
HOPS			<NA>
HOPX		521	84525
HORMAD1			84072
HORMAD2			150280
HORMAD2-AS1		1987	101929664
HOS			<NA>
HOTAIR		1992	100124700
HOTAIRM1		1992	100506311
HOTTIP	NCRNA00213	1992	100316868
HOX1A			<NA>
HOX1B			<NA>
HOX1C			<NA>
HOX1D			<NA>
HOX1E			<NA>
HOX1F			<NA>
HOX1G			<NA>
HOX1H			<NA>
HOX1I			<NA>
HOX1J			<NA>
HOX2@			<NA>
HOX2A			<NA>
HOX2B			<NA>
HOX2C			<NA>
HOX2D			<NA>
HOX2E			<NA>
HOX2F			<NA>
HOX2G			<NA>
HOX2H			<NA>
HOX2I			<NA>
HOX3@			<NA>
HOX3A			<NA>
HOX3B			<NA>
HOX3C			<NA>
HOX3D			<NA>
HOX3E			<NA>
HOX3F			<NA>
HOX3G			<NA>
HOX3H			<NA>
HOX4@			<NA>
HOX4A			<NA>
HOX4B			<NA>
HOX4C			<NA>
HOX4D			<NA>
HOX4E			<NA>
HOX4F			<NA>
HOX4G			<NA>
HOX4H			<NA>
HOX4I			<NA>
HOX7			<NA>
HOX10			<NA>
HOXA-AS2		1987	285943
HOXA-AS3		1987	100133311
HOXA@	HOX1@		<NA>
HOXA1	HOX1F|HOX1	518	3198
HOXA2	HOX1K	518	3199
HOXA3	HOX1E|HOX1	518	3200
HOXA4	HOX1D|HOX1	518	3201
HOXA5	HOX1C|HOX1	518	3202
HOXA6	HOX1B|HOX1	518	3203
HOXA7	HOX1A|HOX1	518	3204
HOXA9	HOX1G|HOX1	518	3205
HOXA10	HOX1H|HOX1	518	3206
HOXA10-AS	HOXA-AS4	1987	100874323
HOXA11	HOX1I|HOX1	518	3207
HOXA11-AS	HOXA11AS	1987	221883
HOXA13	HOX1J|HOX1	518	3209
HOXB-AS1		1987	<NA>
HOXB-AS2		1987	<NA>
HOXB-AS3		1987	404266
HOXB-AS4		1987	<NA>
HOXB@	HOX2@		<NA>
HOXB1	HOX2|HOX2I	518	3211
HOXB2	HOX2|HOX2H	518	3212
HOXB3	HOX2|HOX2G	518|1691	3213
HOXB4	HOX2|HOX2F	518	3214
HOXB5	HOX2|HOX2A	518	3215
HOXB6	HOX2|HOX2B	518	3216
HOXB7	HOX2|HOX2C	518	3217
HOXB8	HOX2|HOX2D	518	3218
HOXB9	HOX2E|HOX2	518	3219
HOXB13		518	10481
HOXC-AS1		1987	100874363
HOXC-AS2		1987	100874364
HOXC-AS3		1987	100874365
HOXC@	HOX3@		<NA>
HOXC4	HOX3|HOX3E	518	3221
HOXC5	HOX3D|HOX3	518|1691	3222
HOXC6	HOX3C|HOX3	518	3223
HOXC8	HOX3|HOX3A	518	3224
HOXC9	HOX3|HOX3B	518	3225
HOXC10	HOX3I	518	3226
HOXC11	HOX3H	518	3227
HOXC12	HOX3|HOX3F|HOC3F	518	3228
HOXC13	HOX3|HOX3G	518	3229
HOXC13-AS	HOXC-AS5	1987	100874366
HOXD-AS2		1987	100506783
HOXD@	HOX4@		<NA>
HOXD1	HOX4|HOX4G	518|1691	3231
HOXD3	HOX4A|HOX4|HOX1D	518	3232
HOXD4	HOX4B|HOX4	518|1691	3233
HOXD8	HOX4|HOX4E	518	3234
HOXD9	HOX4C|HOX4	518	3235
HOXD10	HOX4|HOX4D	518	3236
HOXD11	HOX4|HOX4F	518	3237
HOXD12	HOX4H	518	3238
HOXD13	HOX4I|SPD	518	3239
HP		1179	3240
HP1BP3			50809
HPAFP			<NA>
HPC1			<NA>
HPCA	DYT2	863	3208
HPCAL1		863	3241
HPCAL4		863	51440
HPCX			<NA>
HPD	PPD	2111	3242
HPDL	GLOXD1	2111	84842
HPDR			<NA>
HPE1			<NA>
HPE2			<NA>
HPE3			<NA>
HPE4			<NA>
HPF1	C4orf27		54969
HPFH2			<NA>
HPGD		743	3248
HPGDS		567	27306
HPLH1			<NA>
HPN		1404|2020	3249
HPN-AS1		1987	100128675
HPP1	FPH1		<NA>
HPR		1179	3250
HPRT1	HPRT		3251
HPRT1P1			100130067
HPRT1P2	HPRTP2		3254
HPRT1P3	HPRTP3|HPRTP4		3255
HPRT2			<NA>
HPRTP1			<NA>
HPRTP4			<NA>
HPS1	HPS	1039|1691	3257
HPS1-AS1		1987	101927278
HPS3		1038	84343
HPS4		1039	89781
HPS5		1038|362	11234
HPS6		1038	79803
HPSE		1651	10855
HPSE2	UFS	1691|1651	60495
HPT			<NA>
HPV6AI1			3259
HPV18I1	HPV18I|D8S37		3260
HPV18I2			3261
HPVC1			<NA>
HPVE6A			<NA>
HPX			3263
HPYR1		1992	93668
HR	ALUNC		55806
HRAS	HRAS1	389	3265
HRC			3270
HRCT1			646962
HRD			<NA>
HRES1			3272
HRG		968	3273
HRG-AS1		1987	105374258
HRGP1			100533663
HRGP2			<NA>
HRH1		187	3269
HRH2		187	3274
HRH3		187	11255
HRH4		187	59340
HRK		1277	8739
HRMT1L5			<NA>
HRNR		863|1350	388697
HROB	C17orf53		78995
HRP1			<NA>
HRPT1			<NA>
HRURF			120766137
HS1BP3			64342
HS1BP3-IT1		1989	<NA>
HS2ST1		763	9653
HS3ST1		763	9957
HS3ST2		763	9956
HS3ST3A1		763|1691	9955
HS3ST3B1		763	9953
HS3ST4		763|1691	9951
HS3ST5		763	222537
HS3ST6	HS3ST5	763	64711
HS6ST1	HS6ST	763	9394
HS6ST1P1	HS6ST1P		388605
HS6ST2		763	90161
HS6ST2-AS1		1987	<NA>
HS6ST3		763|1691	266722
HSALR1		1992	100289580
HSAS1			<NA>
HSBP1			3281
HSBP1L1			440498
HSBP1P1			326296
HSBP1P2			100288483
HSC			<NA>
HSCB		584	150274
HSCR			<NA>
HSCR1			<NA>
HSCR2	HSCR		<NA>
HSD3B1	HSDB3|HSD3B	743	3283
HSD3B2		743	3284
HSD3B7		743	80270
HSD3BP1			391076
HSD3BP2			440606
HSD3BP3			441900
HSD3BP4			128102
HSD3BP5			391081
HSD11B1	HSD11B|HSD11	743	3290
HSD11B1-AS1		1987	101930114
HSD11B1L		743	374875
HSD11B2		743	3291
HSD17B1	EDHB17|EDH17B2	743	3292
HSD17B1-AS1		1987	108783654
HSD17B1P1	EDHB17|EDH17B1|HSD17BP1		643646
HSD17B2		743	3294
HSD17B2-AS1		1987	105371363
HSD17B3		743	3293
HSD17B3-AS1		1987	105376162
HSD17B4		743	3295
HSD17B5			<NA>
HSD17B6		743	8630
HSD17B7		743	51478
HSD17B7P1			148818
HSD17B7P2			158160
HSD17B8	FABGL	743	7923
HSD17B10	HADH2|MRXS10	1534|743	3028
HSD17B11	DHRS8	743	51170
HSD17B12		743	51144
HSD17B13		743	345275
HSD17B14	DHRS10	743	51171
HSDL1		743	83693
HSDL2	C9orf99	743	84263
HSDL2-AS1	C9orf147	1987	100133204
HSF1			3297
HSF2			3298
HSF2BP		1492|1691	11077
HSF4	CTM		3299
HSF5			124535
HSFX1		2293	100506164
HSFX2		2293	100130086
HSFX3			101928917
HSFX4			101927685
HSFY1	HSFY	2293	86614
HSFY1P1	CECR8		27437
HSFY2		2293	159119
HSFY3P	HSFYP2		442479
HSFY4P			643987
HSFY5P			<NA>
HSFY6P			<NA>
HSFY7P			<NA>
HSFY8P			<NA>
HSH2D		741	84941
HSN1			<NA>
HSN2			<NA>
HSP90AA1	HSPC1|HSPCA|HSPCAL4	586	3320
HSP90AA2P	HSPCAL3|HSP90AA2		3324
HSP90AA3P	HSPCAL1	586	3322
HSP90AA4P	HSPCAL2		3323
HSP90AA5P			730211
HSP90AA6P			441051
HSP90AB1	HSPC2|HSPCB	586	3326
HSP90AB2P			391634
HSP90AB3P	HSPCP1		3327
HSP90AB4P			664618
HSP90AB5P			442083
HSP90AB6P			541611
HSP90AB7P			644495
HSP90B1	TRA1	586|1691	7184
HSP90B2P	TRAP1|TRA1P1|HSPCP2		7190
HSP90B3P	TRAP2|TRA1P2		343477
HSPA1A	HSPA1	583|1552	3303
HSPA1B		1552|583	3304
HSPA1L		583|1552	3305
HSPA2		583	3306
HSPA2-AS1		1987	102723809
HSPA3			<NA>
HSPA4		583	3308
HSPA4L		583	22824
HSPA5	GRP78	583	3309
HSPA5-DT		1990	107987127
HSPA5P1			400750
HSPA6		583	3310
HSPA7		583	3311
HSPA8	HSPA10	583|1510|1516	3312
HSPA8P1	HSPAP1		3314
HSPA8P2			100420133
HSPA8P3			100420143
HSPA8P4			100420028
HSPA8P5			399988
HSPA8P6			130195
HSPA8P7			100420080
HSPA8P8			100287551
HSPA8P9			402143
HSPA8P10			100420004
HSPA8P11			392209
HSPA8P12			100420038
HSPA8P13			<NA>
HSPA8P14			642580
HSPA8P15			100420051
HSPA8P16			100289643
HSPA8P17			100533658
HSPA8P18			<NA>
HSPA8P19			100420049
HSPA8P20			100129231
HSPA9	HSPA9B	1835|583	3313
HSPA9A			<NA>
HSPA9P1	HSPA9BP|HSPA9P		266724
HSPA9P2			<NA>
HSPA10			<NA>
HSPA12A		583	259217
HSPA12A-AS1		1987	105378499
HSPA12B	C20orf60	583	116835
HSPA13	STCH	583	6782
HSPA14		583	51182
HSPB1		585	3315
HSPB1P1	HSPBL2		653553
HSPB1P2	HSPBL3		653364
HSPB2		585	3316
HSPB2-C11orf52			100528019
HSPB3		585	8988
HSPB6		694|585	126393
HSPB7		585	27129
HSPB8		585	26353
HSPB9		585	94086
HSPBAP1		1368	79663
HSPBAP1P1			<NA>
HSPBL1			<NA>
HSPBP1		1492	23640
HSPCAL4			<NA>
HSPCP2			<NA>
HSPD1	SPG13	587|2290	3329
HSPD1P1			643300
HSPD1P2	HSPDP2		645808
HSPD1P3	HSPDP3|HSPDP1|HSPDP4		3332
HSPD1P4			644745
HSPD1P5	HSPDP5		345041
HSPD1P6	HSPDP6		645548
HSPD1P7	HSPDP7		54047
HSPD1P8			647298
HSPD1P9			646910
HSPD1P10			644016
HSPD1P11			100359396
HSPD1P12			283320
HSPD1P13			100462987
HSPD1P14			100287140
HSPD1P15			646273
HSPD1P16			100462985
HSPD1P17			100462986
HSPD1P18			100359397
HSPD1P19			100463288
HSPD1P20			100462989
HSPD1P21			100462990
HSPD1P22			100462984
HSPDP1	HSPDP1		<NA>
HSPDP4	HSPDP4		<NA>
HSPE1		587	3336
HSPE1-MOB4			100529241
HSPE1P1	HSPEP1		140895
HSPE1P2	HSPEP2		326300
HSPE1P3			100507046
HSPE1P4			100287369
HSPE1P5			100506000
HSPE1P6			<NA>
HSPE1P7			100132346
HSPE1P8			100292290
HSPE1P9			<NA>
HSPE1P10			100288235
HSPE1P11			<NA>
HSPE1P12			100286954
HSPE1P13			<NA>
HSPE1P14			<NA>
HSPE1P15			112323207
HSPE1P16			171421
HSPE1P17			112352682
HSPE1P18			<NA>
HSPE1P19			<NA>
HSPE1P20			100288726
HSPE1P21			<NA>
HSPE1P22			100289607
HSPE1P23			<NA>
HSPE1P24			<NA>
HSPE1P25			<NA>
HSPE1P26			<NA>
HSPE1P27			<NA>
HSPE1P28			171420
HSPG1			<NA>
HSPG2	SJS1	593|570	3339
HSPH1		583	10808
HSR1			<NA>
HSST			<NA>
HTATIP2		743	10553
HTATSF1		725	27336
HTATSF1P1	HTATSF1P		387039
HTATSF1P2			401233
HTC1			<NA>
HTC2			<NA>
HTD2			109703458
HTK			<NA>
HTL			<NA>
HTLVR			<NA>
HTN1		971|2245	3346
HTN3		2245|971	3347
HTOR			3349
HTR1A	ADRB2RL1|ADRBRL1	170	3350
HTR1B		170	3351
HTR1C			<NA>
HTR1D	HTRL	170	3352
HTR1DP1			100421479
HTR1E		170	3354
HTR1F		170	3355
HTR2A	HTR2	170	3356
HTR2A-AS1		1987	<NA>
HTR2B		170	3357
HTR2C	HTR1C	170|1691|1835	3358
HTR2C-IT1			<NA>
HTR3			<NA>
HTR3A	HTR3	172	3359
HTR3B		172	9177
HTR3C		172	170572
HTR3C2P			389180
HTR3D		172	200909
HTR3E		172	285242
HTR3E-AS1		1987	<NA>
HTR4		170	3360
HTR4-IT1			<NA>
HTR5A		170	3361
HTR5A-AS1	HTR5AOS	1987	100128264
HTR5BP	GPR134|HTR5B	170	645694
HTR6		170	3362
HTR7		170	3363
HTR7P1	HTR7P		93164
HTRA1	PRSS11	738|1220	5654
HTRA2	PRSS25	738|1220	27429
HTRA3		1220	94031
HTRA4		1220	203100
HTRL			<NA>
HTT	HD	542|1492	3064
HTT			<NA>
HTT-AS	HTT-AS1	1987	100750326
HTX1			<NA>
HTX2			<NA>
HUD			<NA>
HULC		1992	728655
HUNK			30811
HUNK-AS1		1987	<NA>
HUR			<NA>
HUS1		1339	3364
HUS1B			135458
HUWE1		1492|1691|1959	10075
HV1S			<NA>
HVBS1			<NA>
HVBS4			<NA>
HVBS6	D4S122		<NA>
HVBS7			<NA>
HVBS8			<NA>
HVCN1		254	84329
HVEB			<NA>
HVEC			<NA>
HY			<NA>
HYAL1		1448	3373
HYAL2		1448	8692
HYAL3		1448	8372
HYAL4		1448	23553
HYAL6P	HYALP1	1448	26062
HYCC1	FAM126A	1588	84668
HYCC2	FAM126B	1588	285172
HYD2			<NA>
HYDIN		694	54768
HYDIN2	HYDINP1		100288805
HYDINP1			<NA>
HYI			81888
HYI-AS1		1987	<NA>
HYKK	AGPHD1		123688
HYKPP			<NA>
HYLS1			219844
HYMAI		1992	57061
HYOU1		583	10525
HYOU1-AS1		1987	<NA>
HYP			<NA>
HYPK	C15orf63		25764
HYRC1			<NA>
IADEN		1992	124902069
IAH1			285148
IAPP		1902	3375
IARS1	IARS	1691|1835|131	3376
IARS2		131	55699
IARS2P1			642461
IATPR		1992	101929447
IBA57	C1orf69	1853	200205
IBA57-DT	C1orf148|IBA57-AS1	1990	574432
IBD2			<NA>
IBD3			<NA>
IBD4			<NA>
IBD5			<NA>
IBD6			<NA>
IBD7			<NA>
IBD8			<NA>
IBD9			<NA>
IBGC1			<NA>
IBM2			<NA>
IBM3			<NA>
IBP1			<NA>
IBP2			<NA>
IBSP		1279	3381
IBTK	BTKI	403|861	25998
IBTKP1			100127883
IC1			<NA>
ICA1		1921	3382
ICA1-AS1		1987	100505938
ICA1L	ALS2CR15|ALS2CR14	1921	130026
ICAM1		471|542|1410|594	3383
ICAM2		1410|594|542|471	3384
ICAM3		471|1410|594	3385
ICAM4	LW	1410|594|454|471	3386
ICAM4-AS1		1987	<NA>
ICAM5	TLCN	1410|594	7087
ICCA			<NA>
ICE1	KIAA0947		23379
ICE2	NARG2		79664
ICE2P1	NARG2P1		644491
ICE2P2	NARG2P2		728432
ICMT		1398	23463
ICMT-DT	C1orf211|NCRNA00337|LINC00337	1990	148645
ICOS		471	29851
ICOSLG	ICOSL	542|1824|592|471|590	23308
ICR1			<NA>
ICR2B			<NA>
ICR3			<NA>
ICR4			<NA>
ICR5			<NA>
ICS1			<NA>
ID1		420	3397
ID2		420	3398
ID2-AS1		1987	100506299
ID2B			84099
ID3		420	3399
ID4		420	3400
IDDM2	IDDM1		<NA>
IDDM3			<NA>
IDDM4			<NA>
IDDM5			<NA>
IDDM6			<NA>
IDDM7			<NA>
IDDM8			<NA>
IDDM9			<NA>
IDDM10			<NA>
IDDM11			<NA>
IDDM12			<NA>
IDDM13			<NA>
IDDM14			<NA>
IDDM15			<NA>
IDDM16			<NA>
IDDM17			<NA>
IDDM18			<NA>
IDE		1440	3416
IDH1		1926	3417
IDH1-AS1		1987	100507475
IDH1P1			644051
IDH2		1926	3418
IDH2-DT		1990	105370966
IDH3A		1926	3419
IDH3B		1926	3420
IDH3B-DT		1990	<NA>
IDH3G		1926	3421
IDI1			3422
IDI1P1			647002
IDI1P2			100130299
IDI1P3			100421361
IDI2			91734
IDI2-AS1	C10orf110|IDI2-AS	1987	55853
IDNK	C9orf103		414328
IDO			<NA>
IDO1	IDO|INDO		3620
IDO2	INDOL1		169355
IDS	SIDS	410	3423
IDSP1			3424
IDUA		1650	3425
IER2			9592
IER3			8870
IER3-AS1		1987	105379695
IER3IP1			51124
IER5			51278
IER5L			389792
IER5L-AS1		1987	105376290
IFFO1	IFFO	614	25900
IFFO2		614	126917
IFI4	G1P1		<NA>
IFI6	G1P3		2537
IFI16		995|994	3428
IFI17			<NA>
IFI27			3429
IFI27L1	FAM14B		122509
IFI27L2	FAM14A		83982
IFI30			10437
IFI35			3430
IFI44		2055	10561
IFI44L	C1orf29	2055	10964
IFI53			<NA>
IFI54			<NA>
IFI56			<NA>
IFI56P			<NA>
IFI75			<NA>
IFIH1		1168|959	64135
IFIT1	G10P1|IFI56|IFNAI1	769	3434
IFIT1B	IFIT1L	769	439996
IFIT1P1	G13P1|IFI56P|IFIT1P		8373
IFIT2	IFI54|G10P2	769	3433
IFIT3	IFIT4	769	3437
