Symbol	ComplexName
RIPK1	AIM2 PANoptosome complex|CASP8-CASP10-FADD-FLIP(S)-RIPK1 complex|CASP8-FADD-RIPK1-RIPK3 complex|FADD-MAVS-RIPK1 complex|FADDosome complex, TRAIL-R induced|IKBKG-PIDD1-RIPK1 complex|MLKL-PGAM5-RIPK1-RIPK3 complex|PANoptosome|Pro-death complex II, cytosolic|RIPK1-RIPK3 complex|RIPK1-TLR3-TRIF complex|TLR3 death-signaling complex|TLR3-DISC complex, atypical|TLR3-associated signaling complex|TNF-TNFR1-TRADD-RIP1-TRAF2 complex|TNFR1 signaling complex, TNF-induced|TNFR1 signaling complex, native|TNFR1-signaling complex I, membrane-bound
RIPK2	NOD2-RIPK2 complex
RIPK3	AIM2 PANoptosome complex|CASP8-FADD-RIPK1-RIPK3 complex|MLKL-PGAM5-RIPK1-RIPK3 complex|PANoptosome|RIPK1-RIPK3 complex|RIPK3-ZBP1 complex
RMC1	CCZ1-MON1A-MON1B-RMC1 complex
RMI1	BLM complex II|BLM complex III|BRAFT complex|FA complex (Fanconi anemia complex)|FA core complex (Fanconi anemia core complex)
RMND5A	CTLH complex|CTLH complex, 20S|CTLH complex, submodule of the IFT/lebercilin complex|GID/CTLH ubiquitin E3 ligase complex
RMND5B	GID/CTLH ubiquitin E3 ligase complex
RNF11	RNF11-SMURF2-STAMBP complex
RNF114	KDM6A-RNF114 complex
RNF123	Ubiquitin E3 ligase (UBADC1, RNF123)
RNF128	OTUB1-RNF128-USP8 complex
RNF139	INSIG1-RNF139 complex|INSIG2-RNF139 complex
RNF170	erlin1/2-RNF170 complex
RNF2	BCOR complex|CEN complex|E2F-6 complex|MLL1-WDR5 complex|MOF complex|PCGF1-RING1B complex|PCGF2-RING1B complex|PCGF3-RING1B complex|PCGF4-RING1B complex|PCGF5-RING1B complex|PCGF5\u2013RING1B\u2013UBE2D3 complex|PCGF6-RING1B complex|PRC1.1a complex|PRC1.1b complex|PRC1.1c complex|PRC1.1d complex|PRC1.2a complex|PRC1.2b complex|PRC1.2c complex|PRC1.3a complex|PRC1.3b complex|PRC1.4a complex|PRC1.4b complex|PRC1.4c complex|PRC1.5a complex|PRC1.5c|PRC1.6a complex|PRC1.6b complex|Polycomb repressive complex 1 (PRC1, hPRC-H)|hPRC1L complex
RNF20	RNF20-RNF40-UbE2E1 complex
RNF31	LUBAC complex|LUBAC-SPATA2-CYLD complex|TNFR1 signaling complex, TNF-induced|TNFR1 signaling complex, native
RNF40	RNF20-RNF40-UbE2E1 complex
RNF43	LGR5-RNF43-RSPO1 complex
RNF7	Ubiquitin E3 ligase (ASB1, TCEB1, TCEB2, CUL5, RNF7)|Ubiquitin E3 ligase (ASB12, TCEB1, TCEB2, CUL5, RNF7)|Ubiquitin E3 ligase (ASB2, TCEB1, TCEB2, CUL5, RNF7)|Ubiquitin E3 ligase (ASB6, TCEB1, TCEB2, CUL5, RNF7)|Ubiquitin E3 ligase (ASB7, TCEB1, TCEB2, CUL5, RNF7)
RNF8	NBN\u2013RNF8-VRK1 complex|RNF8-ATX3-p97 complex
RNH1	Angiogenin-PRI complex
RNPC3	18S U11/U12 snRNP
RNPS1	Apoptosis- and splicing-associated protein complex (SAP18, RNPS1, Acinus-L)|Apoptosis- and splicing-associated protein complex (SAP18, RNPS1, Acinus-S)|Exon junction complex|Postsplicing complex|Spliceosome, A complex|Splicing-associated factors complex (ALYREF, DEK, RBM8A, RNPS1, SRRM1)
RO60	SRC-1 complex|SRC-3 complex
ROBO4	Robo4\u2013paxillin complex
ROCK1	ISLR2-ROCK1 complex
ROGDI	DMXL1-ROGDI-WDR7 complex|DMXL2-ROGDI-WDR7 complex
ROMO1	COA3-HSPA9-TIMM44-TIM23(sort) complex, mitochondrial|TIM23(sort) complex (ROMO1, TIMM17A, TIMM21, TIMM23, TIMM50), mitochondrial|TIM23(sort) complex (ROMO1, TIMM17B, TIMM21, TIMM23, TIMM50), mitochondrial
RP2	ARL3-RP2-UNC119 complex
RPA1	53BP1-containing complex|BLM complex II|BRAFT complex|DNA synthesome complex (13 subunits)|DNA synthesome complex (17 subunits)|ERCC1-RPA1-XPA complex|FA complex (Fanconi anemia complex)|KIN17-PCNA-RPA70 complex|RC complex during G2/M-phase of cell cycle|RC complex, S-phase-specific|RPA complex|RPA1-RPA2-RPA3-XPA complex|Repairosome sub-complex, XPA-specific
RPA2	53BP1-containing complex|BLM complex II|BRAFT complex|RC complex during G2/M-phase of cell cycle|RC complex, S-phase-specific|RPA complex|RPA1-RPA2-RPA3-XPA complex|Repairosome complex, XPA-specific
RPA3	BLM complex II|BRAFT complex|RC complex during G2/M-phase of cell cycle|RC complex, S-phase-specific|RPA complex|RPA1-RPA2-RPA3-XPA complex
RPAP1	RNA polymerase II (RNAPII)|RPAP1-RPB2-RPB3 complex
RPAP3	R2TP complex
RPGR	INPP5E-PDE6D-RPGR complex|INPP5E-RPGR complex|PDE6D-RPGR complex|RPGR-RPGRIP1L complex
RPGRIP1	RPGRIP1-SPATA7 complex
RPGRIP1L	DVL2-INVS-NPHP4-RPGRIP1L complex|RPGR-RPGRIP1L complex
RPL10	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL10A	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL11	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL12	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL13	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL13A	60S ribosomal subunit, cytoplasmic|GAIT complex|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL14	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL15	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL17	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL18	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL18A	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL19	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL21	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL22	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL23	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL23A	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL24	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL26	60S ribosomal subunit, cytoplasmic|IGF2BP1 complex|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL27	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL27A	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL28	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL29	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL3	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL30	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TNF-alpha/NF-kappa B signaling complex 6|TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL31	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL32	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL34	60S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL35	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL35A	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL36	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL36A	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL37	60S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPL37A	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL38	60S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPL39	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL4	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TNF-alpha/NF-kappa B signaling complex 6
RPL41	60S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPL5	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPL6	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TNF-alpha/NF-kappa B signaling complex 6|TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)
RPL7	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPL7A	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)|TRBP containing complex (DICER, TRBP, AGO2, RPL7A, EIF6, MOV10)
RPL8	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TNF-alpha/NF-kappa B signaling complex 6
RPL9	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPLP0	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPLP1	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPLP2	60S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RPN1	Oligosaccharyltransferase complex (Stt3A variant)|Oligosaccharyltransferase complex (Stt3B variant)|SELK multiprotein complex
RPN2	Oligosaccharyltransferase complex (Stt3A variant)|Oligosaccharyltransferase complex (Stt3B variant)|SELK multiprotein complex
RPP14	Rnase/Mrp complex
RPP21	Rnase/Mrp complex
RPP25	Rnase/Mrp complex
RPP30	Rnase/Mrp complex
RPP38	Rnase/Mrp complex
RPP40	Rnase/Mrp complex
RPS10	40S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPS11	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TNF-alpha/NF-kappa B signaling complex 6
RPS12	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPS13	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic|TNF-alpha/NF-kappa B signaling complex 6|TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)
RPS14	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPS15	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPS15A	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPS16	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPS17	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPS18	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPS19	40S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPS2	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPS20	40S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPS21	40S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPS23	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPS24	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPS25	40S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPS26	40S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPS27	40S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPS27A	40S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPS28	40S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPS29	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPS3	40S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPS3A	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPS4X	40S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPS4Y1	40S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPS5	40S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPS6	40S ribosomal subunit, cytoplasmic|IGF2BP1 complex|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPS7	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPS8	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPS9	40S ribosomal subunit, cytoplasmic|Nop56p-associated pre-rRNA complex|Ribosome, cytoplasmic
RPSA	40S ribosomal subunit, cytoplasmic|Ribosome, cytoplasmic
RPTOR	mTOR complex (MTOR, RAPTOR)|mTORC1 complex (MLST8, MTOR, RAPTOR)|mTORC1-PRAS40 complex
RPUSD3	NGRN complex
RPUSD4	NGRN complex
RRAGA	Ragulator-Rag complex
RRAGB	Ragulator-Rag complex
RRAGC	Ragulator-Rag complex
RRAGD	Ragulator-Rag complex
RREB1	CtBP complex|LSD1 complex
RRN3	NMI-POLR1B-RRN3 complex|NMI-RRN3 complex|POLR1B-RRN3 complex
RRP8	NMNAT1-RRP8-SIRT1 complex
RS1	Rs1 homooctamer complex
RSF1	CEN complex|CENP-A nucleosomal complex|Remodeling and spacing factor (RSF) complex|SNF2L-RSF1 complex
RSL1D1	MDM2-RSL1D1-TP53 complex|Nop56p-associated pre-rRNA complex
RSL24D1	TRBP containing complex (DICER, RPL7A, EIF6, MOV10 and subunits of the 60S ribosomal particle)
RSPO1	LGR5-RNF43-RSPO1 complex
RSPO3	LGR4-RSPO supercomplex
RTCB	tRNA Splicing Ligase Complex|tRNA splicing ligase
RTN2	RNT2-SPAST complex
RTN3	RTN3-ZFYVE27 complex
RTN4	Nogo-potassium channel complex
RTN4R	LINGO1-RTN4R-NGFR complex|TROY-NGR-LINGO1 complex
RTRAF	tRNA Splicing Ligase Complex|tRNA splicing ligase
RUNX1	AML1-HIPK2-p300 complex|COPRS-PRMT5-RUNX1-CBFB complex|RUNX1-CBF-beta-DNA complex
RUNX2	CTBP2-EP300-RUNX2 complex|EP300-RUNX2 complex|HIVEP3-RUNX2-WWP1 complex
RUNX3	CTNNB1-RUNX3-TCF4 complex
RUVBL1	DMAP1-associated complex|H2A.Z histone-exchange complex p400/TIP60|INO80 chromatin remodeling complex|MLL1-WDR5 complex|NuA4/Tip60 HAT complex|NuA4/Tip60-HAT complex|NuA4/Tip60-HAT complex A|NuA4/Tip60-HAT complex B|R2TP complex|RUVBL1-RUVBL2 complex|RUVBL1-RUVBL2-DKC1 complex|RUVBL1-RUVBL2-TERT complex|SRCAP complex|SRCAP-containing complex|Spliceosome, E complex|TIP49-TIP48-BAF53 complex|TIP60 histone acetylase complex|URI complex (Unconventional prefoldin RPB5 Interactor)|c-MYC-ATPase-helicase complex|p400-associated complex
RUVBL2	DMAP1-associated complex|H2A.Z histone-exchange complex p400/TIP60|INO80 chromatin remodeling complex|NuA4/Tip60 HAT complex|NuA4/Tip60-HAT complex|NuA4/Tip60-HAT complex A|NuA4/Tip60-HAT complex B|R2TP complex|RUVBL1-RUVBL2 complex|RUVBL1-RUVBL2-DKC1 complex|RUVBL1-RUVBL2-TERT complex|SRCAP complex|SRCAP-containing complex|Spliceosome, E complex|TIP49-TIP48-BAF53 complex|TIP60 histone acetylase complex|URI complex (Unconventional prefoldin RPB5 Interactor)|ZMYND10 complex, cytoplasmic|c-MYC-ATPase-helicase complex|p400-associated complex
RWDD1	DRG2-RWDD1 complex
RXFP1	RXFP1 signalosome
RXRA	CBP-RARA-RXRA-DNA complex, ligand stimulated
RXRB	DRIP complex|THRB-RXRB complex
RYBP	BCOR complex|PRC1.1a complex|PRC1.1c complex|PRC1.2a complex|PRC1.3a complex|PRC1.4a complex|PRC1.5a complex|PRC1.6a complex
RYK	DVL1-RYK complex|RYK-WNT1 complex|RYK-WNT3A complex
Rbbp4	Creb1-Crebbp-Rbbp4 complex
S100A6	CACY homodimer  complex
S100A8	Calprotectin heterotetramer|iNOS-S100A8/A9 complex
S100A9	Calprotectin heterotetramer|iNOS-S100A8/A9 complex
S1PR1	HTR1A-S1PR1 complex|HTR1D-S1PR1 complex|S1PR1-c-Met-ITGB4 complex, HGF- or S1P-induced|S1PR1\u2013beta-arrestin 2 complex, ApoM(+)HDL-S1P stimulated|VEGFR2-S1PR1-ERK1/2-PKC-alpha complex
S1PR2	VEGFR2-S1PR2-ERK1/2-PKC-alpha complex
S1PR3	HTR1A-EDG3 complex|VEGFR2-S1PR3-ERK1/2-PKC-alpha complex
S1PR4	SIVA1-S1PR4 complex
S1PR5	VEGFR2-S1PR5-ERK1/2-PKC-alpha complex
SAC3D1	DSS1 complex
SAE1	SUA1-SUMO1-UBA2 complex|SUA1-UBA2 complex
SAMM50	MIB complex, mitochondrial|MIB subcomplex (MTX2, MTX3, SAMM50), mitochondrial|Mitofilin complex, mitochondrial
SAP130	Emerin complex 24|Emerin complex 25|ING2 complex|SAP complex (Sin3-associated protein complex)|SIN3-SAP25 complex|STAGA complex, SPT3-linked|mSin3A corepressor complex
SAP18	ALL-1 supercomplex|Apoptosis- and splicing-associated protein complex (SAP18, RNPS1, Acinus-L)|Apoptosis- and splicing-associated protein complex (SAP18, RNPS1, Acinus-S)|Emerin complex 32|SIN3 complex|SIN3-ING1b complex I|SIN3-ING1b complex II|SIN3-SAP25 complex|mSin3A corepressor complex
SAP25	SIN3-SAP25 complex
SAP30	ALL-1 supercomplex|BRMS1-mSin3A corepressor complex|HCF-1 complex|ING2 complex|NCOR2 complex|SAP complex (Sin3-associated protein complex)|SIN3 complex|SIN3-HDAC-SAP30-ARID4 complex|SIN3-ING1b complex I|SIN3-ING1b complex II|SIN3-SAP25 complex|mSin3A corepressor complex
SAP30BP	Spliceosome, A complex
SAPCD2	GNAI1-GPSM2-SAPCD2 complex
SAR1B	Coat protein complex II (SAR1B, PREB, SEC23A , SEC24B, SEC23IP)
SARNP	ALYREF-DDX39B-SARNP complex|AREX complex
SART1	C complex spliceosome|Spliceosome, A complex|Spliceosome, B complex|Spliceosome, E complex
SART3	Spliceosome, E complex
SAV1	LATS1-PCBP1-SAV1-STK3-STK4 complex|LATS1-PCBP2-SAV1-STK3-STK4 complex|MST1-SAV1 complex|NEK2-SAV1-STK3 complex|SAV1-STK3 complex
SBNO1	NOTCH1-RBPJ-SBNO1 complex|SBNO1-TEAD4-YAP1 complex
SCAF4	Spliceosome, E complex
SCAF8	CDC5L complex
SCAMP1	SCAMP1-SCAMP2 complex|SCAMP1-SCAMP2-SCAMP3 complex
SCAMP2	SCAMP1-SCAMP2 complex|SCAMP1-SCAMP2-SCAMP3 complex
SCAMP3	SCAMP1-SCAMP2-SCAMP3 complex
SCAP	INSIG1-SCAP complex|PAQR3-SCAP-SREBF2 complex|PAQR3-SCAP-complex|PGRMC1-SCAP complex|SCAP-SREBF2 complex|SEC23-SEC24-SCAP-SREBP1c complex
SCG2	PCI-PSA-SCG2 complex
SCHIP1	SCHIP1-EZR-NHERF2 complex
SCLT1	Distal appendage
SCMH1	PRC1.2c complex|PRC1.4c complex|Polycomb repressive complex 1 (PRC1, hPRC-H)
SCML1	PRC1.2c complex
SCN2A	Nav1.2-beta2 complex
SCN2B	Nav1.2-beta2 complex
SCN5A	alphaB-crystallin-Nav1.5 complex
SCNN1A	SCNN1A-SCNN1B-SCNN1G complex
SCNN1B	SCNN1A-SCNN1B-SCNN1G complex|SCNN1B-SCNN1G-SCNN1D complex
SCNN1D	SCNN1B-SCNN1G-SCNN1D complex
SCNN1G	SCNN1A-SCNN1B-SCNN1G complex|SCNN1B-SCNN1G-SCNN1D complex
SCRIB	MRAS-SCRIB-SHOC2 complex|SCRIB-APC complex|SCRIB-GIT1-ARHGEF7 complex|SCRIB-GIT1-ARHGEF7-PAK1 complex|SCRIB-LGL2 complex|SCRIB-NOS1AP-VANGL1 complex|SCRIB-VANGL2 complex
SCTR	SCTR-VIPR1 complex|SCTR-VIPR2 complex
SCYL1	NUMAC complex (nucleosomal methylation activator complex)
SCYL2	Nop56p-associated pre-rRNA complex
SDC1	ANGPTL4-LRP6-SDC1 complex|PDCD6IP-SDCBP-SDC1 complex
SDC2	ANGPTL4-LRP6-SDC2 complex
SDC4	ANGPTL4-LRP6-SDC4 complex|CYLD-DDX58-SDC4 complex
SDCBP	CD63-PDCD6IP-SDCBP complex|CD63-syntenin-1 complex|PDCD6IP-SDCBP-SDC1 complex
SDF2	DNAJB11-SDF2 complex
SDF2L1	DNAJB11-SDF2L1 complex
SDHA	Frataxin complex
SEC13	GATOR complex|GATOR2 complex|Nuclear pore complex|Nup 107-160 subcomplex|SOG complex
SEC16A	TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)
SEC23A	Coat protein complex II (SAR1B, PREB, SEC23A , SEC24B, SEC23IP)|SEC23-SEC24 adaptor complex|SEC23-SEC24-SCAP-SREBP1c complex
SEC23IP	Coat protein complex II (SAR1B, PREB, SEC23A , SEC24B, SEC23IP)
SEC24B	Coat protein complex II (SAR1B, PREB, SEC23A , SEC24B, SEC23IP)|SEC23-SEC24 adaptor complex|SEC23-SEC24-SCAP-SREBP1c complex
SEC31B	Spliceosome, A complex
SEH1L	GATOR complex|GATOR2 complex|Nuclear pore complex|Nup 107-160 subcomplex|SOG complex
SEL1L	AUP1-OS9-SEL1L-UBC6e-UBXD8 complex|HRD1 complex|VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex
SELENBP1	GPX1-SBP1 complex
SELENOK	DHHC6-SELK complex|SELK multiprotein complex|VCP-SELK-DERL1 complex
SELENOS	DERL1-VCP-VIMP complex|Membrane protein complex (DERL1, NPLOC4, UFD1L, VCP, VIMP)|SELK multiprotein complex|VCP-VIMP-DERL1-DERL2-HRD1-SEL1L complex|VCP-VIMP-DERL2 complex
SEM1	DSS1 complex|PCID2-ENY2-GANP-SEM1-CETN2 complex|PCID2-ENY2-GANP-SEM1-CETN3 complex
SEMA3A	NRP1-PLXNA1-SEMA3A complex
SEMA3C	SEMA3C-PlexinD1-Nrp1 complex
SEMA4A	SEMA4A-PlexinD1 complex
SEMA4D	PlexinC1-SEMA7A complex
SEMA6D	SEMA6D-PlexinA1-NRP1 complex
SEMA7A	PlexinC1-SEMA7A complex
SENP3	5FMC (Friends of Methylated Chtop) complex|LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex|MLL1-WDR5 complex|Rixosome
SEPHS1	SEPHS1-SEPHS2-SEPSECS-SECp43 complex
SEPHS2	SEPHS1-SEPHS2-SEPSECS-SECp43 complex
SEPSECS	SEPHS1-SEPHS2-SEPSECS-SECp43 complex
SEPTIN3	SEPTIN3A-SEPTIN3B-SEPTIN5 complex
SEPTIN5	SEPTIN3A-SEPTIN3B-SEPTIN5 complex
SEPTIN7	MAPK6-MAPKAPK5-SEPT7 complex
SERBP1	ILF3-NR5A2-SERBP1 complex
SERPINA1	Prostate-specific antigen-(alpha)1-antichymotrypsin complex|SERPINA1-CTSG complex|SERPINA1-ELA2 complex
SERPINA3	Glandular kallikrein-(alpha)1-antichymotrypsin complex|Kallikrein 6-(alpha)1-antichymotrypsin complex|SERPINA3-CTSG complex
SERPINA5	PCI-PSA-SCG2 complex
SERPINC1	VTN-TAT complex
SERPIND1	MLL-HCF complex
SERTAD1	p34(SEI-1)-CDK4-CyclinD2 complex
SET	ANP32A-APEX1-HMG2-NME1-SET complex|CTFC-TAF1 complex|ProTalpha C2 complex|ProTalpha C9 complex|Set/TAF-I beta-TAF-I alpha-PP32 complex
