NCBI_Gene_ID	Approved_Symbol
100189003	TRL-CAA6-1
100189004	TRL-AAG1-3
100189005	TRN-GTT2-1
100189006	TRT-AGT1-3
100189007	TRE-CTC3-1
100189008	TRC-GCA11-1
100189009	TRL-CAG1-2
100189010	TRQ-TTG10-1
100189011	TRG-TCC2-6
100189012	TRR-TCT5-1
100189013	TRK-CTT1-2
100189014	TRV-AAC5-1
100189015	TRX-CAT1-1
100189016	TRQ-CTG15-1
100189017	TRE-CTC1-5
100189018	TRL-CAG1-6
100189019	TRP-AGG2-1
100189020	TRP-AGG1-1
100189021	TRA-CGC3-1
100189022	TRY-GTA2-1
100189024	TRE-CTC1-6
100189025	TRR-TCG6-1
100189026	TRQ-TTG6-1
100189028	TRI-TAT2-2
100189029	TRC-GCA22-1
100189030	TRE-TTC2-1
100189031	TRE-TTC5-1
100189032	TRL-TAG3-1
100189033	TRA-CGC4-1
100189034	TRR-TCG5-1
100189035	TRT-CGT1-1
100189036	TRN-GTT2-4
100189037	TRS-CGA1-1
100189038	TRL-CAA3-1
100189039	TRG-TCC2-5
100189040	TRX-CAT1-4
100189041	TRS-CGA2-1
100189042	TRA-AGC6-1
100189043	TRL-AAG5-1
100189044	TRE-CTC8-1
100189045	TRG-CCC5-1
100189046	TRA-AGC4-1
100189047	TRA-AGC5-1
100189048	TRW-CCA3-2
100189049	TRC-GCA18-1
100189050	TRI-GAT1-2
100189051	TRK-TTT12-1
100189052	TRC-GCA2-2
100189053	TRK-TTT4-1
100189054	TRE-TTC13-1
100189055	NMTRS-TGA1-1
100189056	TRQ-CTG4-1
100189057	TRY-GTA9-1
100189058	NMTRQ-TTG14-1
100189059	TRN-GTT8-1
100189060	TRA-AGC13-2
100189061	TRD-GTC5-1
100189062	TRK-CTT4-1
100189063	TRE-TTC2-2
100189064	TRG-TCC2-1
100189065	TRH-GTG1-9
100189066	TRA-TGC5-1
100189067	TRL-TAA4-1
100189068	TRE-TTC8-1
100189069	TRN-GTT16-1
100189070	TRS-AGA4-1
100189071	TRI-AAT2-1
100189072	TRP-AGG2-4
100189073	TRV-CAC12-1
100189074	TRQ-TTG3-3
100189075	TRC-GCA12-1
100189077	TRS-AGA2-2
100189078	TRR-CCT1-1
100189079	TRN-GTT16-3
100189080	TRSUP-TTA1-1
100189081	TRG-GCC6-1
100189082	TRA-TGC6-1
100189083	TRN-GTT2-3
100189084	TRR-CCG1-2
100189085	TRM-CAT7-1
100189086	TRT-CGT2-1
100189087	TRD-GTC7-1
100189088	TRP-TGG3-2
100189089	TRL-CAG2-2
100189090	TRC-GCA4-1
100189091	TRE-CTC1-2
100189092	TRA-AGC7-1
100189093	TRA-AGC2-1
100189094	TRX-CAT1-3
100189095	TRI-AAT8-1
100189096	TRN-GTT17-1
100189097	TRC-GCA3-1
100189098	TRK-TTT8-1
100189099	TRR-ACG2-3
100189101	TRV-CAC7-1
100189102	TRY-GTA5-2
100189103	TRR-ACG2-1
100189104	TRK-TTT11-1
100189105	TRC-GCA2-3
100189106	TRA-AGC12-3
100189107	TRK-CTT1-1
100189109	TRR-TCT3-1
100189110	TRK-CTT2-4
100189111	TRM-CAT3-2
100189112	TRW-CCA3-3
100189113	TRE-CTC17-1
100189114	TRA-TGC2-1
100189115	TRR-TCT3-2
100189116	TRA-AGC20-1
100189117	TRA-AGC15-1
100189118	TRL-AAG4-1
100189119	TRK-CTT3-1
100189120	TRD-GTC2-5
100189121	TRQ-CTG1-3
100189122	TRK-TTT3-1
100189123	TRW-CCA1-1
100189124	TRP-CGG1-3
100189125	TRK-TTT1-1
100189126	TRN-GTT1-1
100189127	TRN-GTT2-8
100189128	TRA-AGC10-1
100189129	TRE-TTC11-1
100189130	TRL-CAG2-1
100189131	TRI-TAT2-3
100189132	TRI-GAT1-1
100189133	TRR-TCT1-1
100189134	TRD-GTC2-4
100189135	TRM-CAT2-1
100189136	TRP-AGG2-7
100189137	TRF-GAA1-1
100189138	TRQ-TTG2-1
100189139	TRL-CAG1-5
100189140	TRQ-CTG3-2
100189141	TRG-TCC2-3
100189142	TRV-CAC8-1
100189143	TRT-AGT6-1
100189144	TRC-GCA1-1
100189145	TRF-GAA5-1
100189146	TRC-GCA16-1
100189149	TRA-TGC1-1
100189150	TRD-GTC6-1
100189151	TRL-TAG2-1
100189152	TRS-CGA4-1
100189153	TRI-AAT5-1
100189154	TRQ-CTG8-2
100189155	TRC-GCA5-1
100189156	TRA-AGC9-1
100189157	TRS-GCT1-1
100189158	TRD-GTC2-6
100189159	TRS-GCT5-1
100189160	TRG-GCC1-4
100189161	TRV-AAC4-1
100189162	TRY-GTA3-1
100189163	TRG-GCC2-5
100189164	TRL-TAA2-1
100189165	TRN-GTT16-4
100189166	TRR-TCT4-1
100189167	TRR-ACG2-2
100189168	TRR-CCT3-1
100189169	TRL-AAG3-1
100189170	TRF-GAA3-1
100189171	TRW-CCA4-1
100189172	TRP-CGG2-1
100189173	TRR-CCG1-3
100189174	TRH-GTG1-4
100189175	TRL-TAA5-1
100189176	TRN-GTT2-5
100189177	TRC-GCA19-1
100189178	TRV-AAC6-1
100189179	TRC-GCA6-1
100189180	TRK-CTT9-1
100189181	TRR-CCT2-1
100189182	TRK-TTT6-1
100189183	TRN-GTT13-1
100189184	TRS-AGA2-6
100189185	TRQ-TTG3-2
100189186	TRX-CAT3-1
100189187	TRT-AGT1-1
100189188	TRG-TCC2-4
100189189	TRQ-CTG1-2
100189190	TRW-CCA5-1
100189191	TRV-TAC1-2
100189192	TRA-AGC21-1
100189193	TRN-GTT9-2
100189194	TRC-GCA23-1
100189195	TRN-GTT2-6
100189196	TRV-CAC9-1
100189197	TRC-GCA2-1
100189198	TRK-CTT2-1
100189199	TRL-CAA4-1
100189200	TRD-GTC3-1
100189201	TRM-CAT1-1
100189202	TRL-AAG2-2
100189203	TRW-CCA2-1
100189204	TRL-CAG3-1
100189205	TRS-CGA3-1
100189206	TRG-TCC3-1
100189207	TRD-GTC1-1
100189208	TRG-GCC2-2
100189209	TRK-CTT5-1
100189210	TRE-TTC16-1
100189211	TRP-CGG1-1
100189212	TRA-AGC18-2
100189213	TRI-AAT3-1
100189214	TRQ-CTG6-1
100189215	NMTRQ-TTG3-1
100189216	TRM-CAT3-1
100189217	TRQ-CTG8-1
100189218	TRS-GCT6-1
100189219	TRY-GTA6-1
100189220	TRG-GCC5-1
100189221	TRP-CGG1-2
100189222	TRT-AGT1-2
100189223	TRP-AGG2-2
100189224	TRP-TGG2-1
100189225	TRS-GCT4-1
100189226	TRM-CAT6-1
100189227	TRV-CAC1-6
100189228	TRV-CAC1-7
100189229	TRS-GCT4-2
100189230	TRG-GCC1-3
100189231	TRG-CCC2-1
100189232	TRA-TGC3-2
100189233	TRN-GTT15-1
100189234	TRK-TTT3-3
100189235	TRD-GTC2-2
100189236	TRE-CTC5-1
100189237	TRL-CAA1-2
100189238	TRK-TTT5-1
100189239	TRD-GTC2-8
100189240	TRL-TAA3-1
100189242	TRH-GTG3-1
100189243	TRR-ACG1-3
100189244	TRK-CTT8-1
100189245	TRT-CGT4-1
100189246	TRA-AGC19-1
100189247	TRS-AGA2-4
100189248	TRS-AGA2-5
100189249	TRI-AAT1-1
100189250	TRC-GCA9-1
100189251	TRF-GAA1-5
100189252	TRG-GCC1-2
100189253	TRY-ATA1-1
100189254	TRF-GAA1-2
100189255	TRX-CAT1-8
100189256	TRA-TGC8-1
100189257	TRN-GTT11-2
100189258	TRT-CGT6-1
100189259	TRE-CTC1-4
100189260	TRG-TCC2-2
100189261	TRQ-CTG4-2
100189262	TRF-GAA6-1
100189263	TRT-TGT5-1
100189264	TRR-TCG1-1
100189265	TRI-TAT2-1
100189266	TRN-GTT20-1
100189267	TRC-GCA15-1
100189268	TRQ-CTG2-1
100189269	TRE-CTC1-7
100189270	TRR-CCT5-1
100189271	TRN-GTT16-2
100189272	TRY-GTA1-1
100189273	TRL-AAG1-2
100189274	TRG-GCC4-1
100189275	TRI-AAT5-4
100189276	TRP-AGG2-3
100189277	TRG-CCC3-1
100189278	TRY-GTA10-1
100189279	TRS-TGA1-1
100189280	TRA-TGC3-1
100189281	TRP-TGG3-5
100189282	TRK-CTT2-5
100189283	TRV-TAC2-1
100189284	TRG-GCC1-5
100189285	TRS-GCT3-1
100189286	TRP-TGG1-1
100189287	TRQ-CTG1-1
100189288	TRL-CAG1-7
100189289	TRC-GCA17-1
100189290	TRD-GTC2-3
100189291	TRL-AAG2-4
100189292	TRD-GTC2-7
100189293	TRF-GAA4-1
100189294	TRK-TTT2-1
100189295	TRA-AGC2-2
100189296	TRP-AGG2-8
100189297	TRX-CAT1-6
100189298	TRG-CCC1-2
100189299	TRA-AGC3-1
100189300	TRT-CGT5-1
100189301	TRL-CAA2-1
100189302	TRQ-CTG17-1
100189303	TRM-CAT5-1
100189305	TRC-GCA10-1
100189306	TRF-GAA1-6
100189307	TRH-GTG1-3
100189308	TRA-CGC1-1
100189309	TRW-CCA6-1
100189310	TRI-AAT5-3
100189311	TRK-CTT11-1
100189312	TRA-AGC16-1
100189313	TRL-TAA1-1
100189314	TRG-GCC2-3
100189315	TRX-CAT1-7
100189316	TRL-CAG1-3
100189317	TRQ-CTG1-4
100189318	TRV-AAC1-1
100189319	TRT-AGT2-1
100189320	TRN-ATT1-1
100189321	TRQ-TTG3-1
100189322	TRQ-CTG10-1
100189323	TRN-GTT3-1
100189324	TRI-TAT1-1
100189325	NMTRL-TAA1-1
100189326	TRV-CAC4-1
100189327	TRA-AGC12-2
100189328	TRL-AAG2-1
100189329	TRQ-CTG5-1
100189330	TRSUP-TTA2-1
100189331	TRS-GCT4-3
100189332	TRK-TTT7-1
100189333	TRE-TTC1-2
100189334	TRH-GTG1-2
100189335	TRP-TGG3-3
100189336	TRI-AAT5-2
100189337	TRY-GTA8-1
100189338	TRN-GTT16-5
100189339	TRA-TGC4-1
100189340	TRT-AGT2-2
100189341	TRA-AGC18-1
100189342	TRV-TAC3-1
100189343	TRD-GTC2-9
100189344	TRT-TGT1-1
100189345	TRX-CAT1-5
100189346	TRA-AGC1-1
100189347	TRD-GTC2-10
100189348	TRI-TAT3-1
100189349	TRL-AAG8-1
100189350	TRH-GTG2-1
100189351	TRQ-CTG18-1
100189352	TRS-AGA1-1
100189353	TRA-AGC17-1
100189354	TRM-CAT4-2
100189355	TRC-GCA20-1
100189356	TRN-GTT12-1
100189357	TRC-GCA13-1
100189358	TRA-AGC14-1
100189359	TRC-GCA8-1
100189360	TRT-CGT3-1
100189361	TRP-AGG3-1
100189362	TRL-AAG1-1
100189363	TRV-CAC2-1
100189364	TRL-CAG1-4
100189365	TRR-CCG1-1
100189366	TRG-GCC1-1
100189367	TRK-CTT10-1
100189368	TRV-CAC6-1
100189369	TRA-AGC12-1
100189370	TRL-CAA5-1
100189371	TRR-TCG3-1
100189372	TRI-AAT6-1
100189373	TRV-CAC1-1
100189374	TRT-AGT4-1
100189375	TRC-GCA21-1
100189376	TRC-GCA9-3
100189377	NMTRL-TAA4-1
100189378	TRT-TGT2-1
100189379	TRC-GCA9-4
100189380	TRG-GCC2-1
100189381	TRN-GTT19-1
100189382	TRS-AGA2-1
100189383	TRD-GTC2-11
100189384	TRE-CTC1-1
100189385	TRE-CTC1-3
100189387	TRI-AAT5-5
100189388	TRP-TGG3-4
100189389	TRQ-CTG12-1
100189390	TRK-TTT9-1
100189391	TRM-CAT4-1
100189392	TRK-TTT16-1
100189393	TRI-AAT4-1
100189394	TRL-CAG1-1
100189395	TRA-CGC5-1
100189396	TRR-ACG1-1
100189397	NMTRQ-TTG5-1
100189398	TRA-AGC8-2
100189399	TRK-CTT2-2
100189400	TRA-CGC2-1
100189401	TRI-AAT7-1
100189402	TRN-GTT2-2
100189404	TRV-AAC7-1
100189405	TRY-GTA4-1
100189406	TRR-CCT4-1
100189407	TRE-TTC4-2
100189408	TRV-TAC4-1
100189409	TRE-CTC2-1
100189410	TRR-TCG2-1
100189411	TRA-AGC13-1
100189412	TRD-GTC2-1
100189413	TRC-GCA9-2
100189414	TRC-GCA2-4
100189415	TRF-GAA1-3
100189416	TRV-CAC3-1
100189417	TRE-CTC6-1
100189418	TRE-TTC1-1
100189419	TRT-TGT4-1
100189420	TRS-AGA6-1
100189421	TRF-GAA7-1
100189422	TRQ-TTG4-1
100189423	TRA-AGC9-2
100189424	TRY-GTA5-3
100189425	TRK-TTT3-2
100189426	TRSUP-CTA1-1
100189427	TRI-GAT1-3
100189428	TRR-ACG2-4
100189429	TRL-AAG6-1
100189430	TRS-TGA3-1
100189431	TRD-GTC8-1
100189432	TRS-AGA5-1
100189433	TRT-AGT3-1
100189434	TRA-AGC22-1
100189435	TRC-GCA14-1
100189436	TRW-CCA3-1
100189437	TRY-GTA5-1
100189438	TRT-AGT5-1
100189439	TRK-CTT13-1
100189440	TRE-CTC12-1
100189441	TRL-TAG4-1
100189442	TRSUP-CTA2-1
100189443	TRR-CCT7-1
100189444	TRQ-TTG7-1
100189445	NMTRQ-TTG7-1
100189446	TRF-GAA8-1
100189447	TRC-GCA25-1
100189448	NMTRQ-TTG8-1
100189449	TRR-CCT6-2
100189450	TRE-CTC14-1
100189451	NMTRQ-TTG9-1
100189452	TRQ-CTG11-1
100189453	TRSUP-TTA3-1
100189454	TRE-TTC10-1
100189455	TRP-GGG1-1
100189456	NMTRL-TAA6-1
100189457	TRE-TTC7-1
100189458	TRG-CCC7-1
100189459	TRE-CTC13-1
100189460	TRG-TCC5-1
100189461	NMTRQ-CTG1-1
100189462	TRI-AAT10-1
100189463	NMTRP-TGG1-1
100189464	TRK-CTT12-1
100189465	TRE-TTC6-1
100189466	NMTRL-TAA5-1
100189467	TRK-CTT14-1
100189468	TRA-AGC23-1
100189469	TRA-TGC10-1
100189470	TRSUP-CTA3-1
100189471	TRF-GAA12-1
100189472	TRF-GAA11-1
100189473	TRQ-TTG5-1
100189474	TRI-AAT11-1
100189475	NMTRQ-TTG1-1
100189476	TRP-AGG6-1
100189477	TRV-CAC14-1
100189478	NMTRQ-TTG12-1
100189479	TRV-CAC11-2
100189480	TRK-TTT10-1
100189481	TRI-AAT12-1
100189482	TRP-AGG5-1
100189483	TRP-TGG4-1
100189484	TRE-TTC15-1
100189485	TRE-TTC14-1
100189486	TRV-CAC11-1
100189487	TRS-AGA7-1
100189488	TRE-CTC11-1
100189489	NMTRQ-TTG4-1
100189490	TRN-GTT23-1
100189491	TRE-CTC7-1
100189492	TRE-CTC18-1
100189493	TRL-AAG7-1
100189494	TRE-CTC9-1
100189495	TRD-GTC10-1
100189496	TRY-GTA12-1
100189497	TRF-GAA10-1
100189498	LOC100189498
100189499	TRL-CAA7-1
100189500	TRV-CAC13-1
100189501	NMTRQ-TTG11-1
100189502	TRR-CCT8-1
100189503	TRQ-CTG16-1
100189504	TRK-TTT15-1
100189505	TRQ-TTG8-1
100189506	TRE-CTC4-1
100189507	TRY-GTA11-1
100189508	TRC-ACA1-1
100189509	TRQ-TTG9-1
100189510	NMTRQ-TTG6-1
100189511	TRG-TCC6-1
100189512	NMTRS-TGA3-1
100189513	NMTRV-TAC1-1
100189514	TRK-TTT14-1
100189515	TRP-TGG5-1
100189516	NMTRQ-TTG2-1
100189518	TRE-TTC9-1
100189519	TRK-TTT17-1
100189520	NMTRL-TAA3-1
100189522	NMTRL-TAA2-1
100189523	TRQ-CTG14-1
100189524	NMTRQ-TTG10-1
100189525	NMTRS-TGA2-1
100189526	TRS-ACT1-1
100189527	TRE-CTC15-1
100189528	TRE-CTC16-1
100189529	TRA-TGC9-1
100189530	TRP-AGG4-1
100189531	TRQ-CTG9-1
100189532	TRE-CTC10-1
100189533	TRF-GAA9-1
100189534	TRN-GTT22-1
100189535	NMTRQ-TTG13-1
100189536	TRK-CTT16-1
100189537	TRR-CCT9-1
100189538	TRQ-CTG13-1
100189539	TRK-TTT13-1
100189540	NMTRQ-TTG15-1
100189541	TRV-CAC1-4
100189589	DCTN1-AS1
100190799	LDHAP2
100190800	LDHAP7
100190922	LOC100190922
100190923	EIF4EBP2P2
100190924	EIF4EBP2P3
100190934	LOC100190934
100190938	RAMP2-AS1
100190940	LINC02418
100190947	SUPT4H1P1
100190949	C5orf52
100190952	NDUFB1P1
100190954	EXOSC3P2
100190955	FAM32DP
100190956	FAM32EP
100190986	LOC100190986
100190987	FDPSP10
100191039	RPL36AP33
100191040	C2CD4D
100191063	SNAR-A14
100192204	PPIAP30
100192378	ZFHX4-AS1
100192379	PP12613
100192386	FLJ16779
100192388	ANAPC13P1
100192389	LOC100192389
100192420	LINC01634
100192426	LOC100192426
100194425	BCAP31P1
100194426	BCAP31P2
100196944	LOC100196944
100216336	RPS24P8
100216337	LOC100216337
100216338	RPS24P13
100216339	RPS24P6
100216340	RPS24P16
100216341	RPS24P17
100216342	RPS24P7
100216346	LOC100216346
100216355	MMADHCP2
100216356	MMADHCP1
100216466	DNM1P43
100216479	FAR2P2
100216487	AKIRIN2P1
100216488	LOC100216488
100216505	DNM1P24
100216506	DNM1P25
100216507	DNM1P26
100216514	DNM1P27
100216515	DNM1P36
100216516	DNM1P37
100216517	DNM1P38
100216542	DNM1P45
100216544	DNM1P47
100216545	KMT2E-AS1
100216546	LINC01004
100217367	HIKESHIP1
100233146	HINT1P2
100233156	LOC100233156
100233198	TMX2P1
100233209	PCED1B-AS1
100240707	GAPDHP42
100240708	GAPDHP43
100240710	GAPDHP45
100240711	GAPDHP46
100240712	GAPDHP47
100240713	GAPDHP48
100240714	LOC100240714
100240728	LOC100240728
100240734	LOC100240734
100240735	LOC100240735
100268168	RPL26L1-AS1
100270647	LOC100270647
100270648	NIFKP3
100270670	LOC100270670
100270673	FABP5P12
100270679	LINC01432
100270709	FTH1P27
100270746	LARRPM
100270753	RPL21P112
100270754	RPL7AP72
100270755	RPSAP63
100270790	GNL2P1
100270804	LCDR
100270823	RPL7P11
100270825	RPL9P12
100270826	RPS2P13
100270827	RPS2P14
100270828	RPL37P9
100270829	RPL39P12
100270832	RPL5P9
100270833	RPL5P12
100270834	RPL5P13
100270835	RPL5P14
100270836	RPL5P15
100270837	RPL5P16
100270838	RPL5P21
100270839	RPL5P17
100270840	RPL5P23
100270841	RPL5P24
100270843	RPL6P15
100270844	RPL6P5
100270845	RPL6P6
100270846	RPL6P21
100270847	RPL6P9
100270848	RPL6P7
100270850	RPL7P15
100270851	RPL7P17
100270852	RPL7P18
100270853	RPL7P19
100270854	RPL8P3
100270855	RPL9P10
100270856	RPL9P13
100270857	RPL9P15
100270858	RPS2P15
100270859	RPS2P19
100270860	RPS2P16
100270861	RPS2P22
100270862	RPS3P4
100270864	RPS6P2
100270865	RPS6P10
100270866	RPS6P11
100270867	RPS6P12
100270868	RPS7P2
100270869	RPS7P6
100270870	RPS7P7
100270871	RPS8P6
100270872	RPSAP16
100270873	RPSAP17
100270874	RPSAP22
100270875	RPSAP23
100270876	RPSAP34
100270877	RPL21P21
100270878	RPL21P22
100270879	RPL21P23
100270880	RPL21P24
100270881	RPL21P25
100270882	RPL21P26
100270883	RPL26P7
100270884	RPL26P8
100270885	RPL26P9
100270886	RPL26P10
100270887	RPL31P12
100270888	RPL32P6
100270889	RPL34P4
100270890	RPL37P7
100270891	RPL39P6
100270892	RPL39P7
100270893	RPL39P8
100270894	RPL39P9
100270895	RPL7AP15
100270896	RPL7AP16
100270897	RPL7AP17
100270898	RPS11P3
100270899	RPS20P5
100270900	RPS20P6
100270901	RPS20P7
100270902	RPS26P14
100270903	RPS29P6
100270904	RPS3AP11
100270905	RPS3AP12
100270906	RPL5P19
100270907	RPL6P12
100270908	RPL7P30
100270909	RPL7P31
100270910	RPS2P23
100270911	RPS2P30
100270912	RPS2P24
100270913	RPS2P25
100270914	RPS7P12
100270915	RPSAP37
100270916	RPSAP35
100270917	RPSAP40
100270918	RPSAP41
100270919	RPSAP42
100270920	RPL12P15
100270921	RPL12P21
100270922	RPL12P22
100270923	RPL12P20
100270924	RPL12P24
100270925	RPL12P23
100270926	RPL12P25
100270927	RPL13P9
100270928	RPL13P8
100270930	RPL14P2
100270933	RPL15P6
100270934	RPL15P8
100270935	RPL15P9
100270936	RPL17P10
100270937	RPL17P11
100270938	RPL17P12
100270939	RPL17P13
100270940	RPL17P28
100270941	RPL17P14
100270942	RPL17P32
100270943	RPL17P17
100270944	RPL18P5
100270945	RPL18P7
100270946	RPL19P6
100270948	RPL19P10
100270950	RPL19P11
100270951	RPL19P14
100270952	RPL21P27
100270953	RPL21P33
100270954	RPL21P34
100270955	RPL21P35
100270956	RPL21P36
100270957	RPL22P8
100270959	RPL22P16
100270960	RPL22P14
100270961	RPL23P4
100270962	RPL23P10
100270963	RPL24P7
100270964	RPL24P8
100270965	RPL26P15
100270966	RPL26P25
100270967	RPL26P26
100270968	RPL26P18
100270969	RPL27P5
100270970	RPL27P9
100270971	RPL28P2
100270972	RPL29P7
100270974	RPL29P14
100270975	RPL30P1
100270976	RPL30P2
100270977	RPL30P3
100270978	RPL30P5
100270979	RPL30P7
100270980	RPL30P6
100270981	RPL30P9
100270982	RPL30P10
100270983	RPL31P13
100270984	RPL31P15
100270985	RPL31P19
100270986	RPL31P20
100270987	RPL31P25
100270988	RPL31P21
100270989	RPL31P22
100270990	RPL31P29
100270991	RPL32P8
100270992	RPL32P9
100270993	RPL32P13
100270994	RPL32P14
100270995	RPL34P5
100270996	RPL34P12
100270997	RPL34P13
100270998	RPL34P6
100270999	RPL34P8
100271000	RPL34P15
100271001	RPL34P17
100271002	RPL34P9
100271003	RPL34P18
100271004	RPL34P10
100271006	RPL35P4
100271007	RPL35P6
100271008	RPL36P6
100271009	RPL36P9
100271010	RPL36P7
100271011	RPL36P10
100271012	RPL36P12
100271013	RPL36P13
100271014	RPL37P8
100271015	RPL37P10
100271016	RPL37P11
100271017	RPL37P12
100271018	RPL37P13
100271019	RPL37P14
100271020	RPL37P15
100271021	RPL37P16
100271022	RPL39P11
100271023	RPL39P16
100271024	RPL39P17
100271025	RPL39P18
100271027	RPL39P19
100271028	RPL39P22
100271030	UBA52P4
100271031	UBA52P5
100271033	RPL4P6
100271034	RPL6P24
100271035	RPL6P26
100271036	RPL7AP19
100271037	RPL7AP20
100271038	RPL7AP21
100271039	RPL7AP22
100271040	RPL7AP23
100271041	RPL7AP24
100271042	RPL7AP25
100271043	RPL7AP29
100271044	RPL8P5
100271045	RPL9P24
100271047	RPLP0P7
100271049	RPLP1P9
100271050	RPS10P16
100271052	RPS11P4
100271053	RPS12P5
100271054	RPS12P6
100271055	RPS12P7
100271056	RPS12P10
100271057	RPS12P13
100271058	RPS12P14
100271059	RPS12P15
100271060	RPS13P4
100271061	RPS13P5
100271062	RPS13P6
100271063	RPS14P1
100271064	RPS14P2
100271065	RPS14P7
100271066	RPS15P2
100271067	RPS16P3
100271068	RPS16P4
100271069	RPS17P7
100271070	RPS17P8
100271071	RPS17P10
100271072	RPS17P11
100271073	RPS17P13
100271074	RPS17P14
100271075	RPS18P4
100271076	RPS18P6
100271077	RPS18P11
100271078	RPS19P6
100271079	RPS20P8
100271080	RPS20P9
100271081	RPS20P10
100271082	RPS20P11
100271083	RPS20P12
100271084	RPS20P13
100271085	RPS20P15
100271086	RPS20P16
100271087	RPS20P22
100271088	RPS20P17
100271089	RPS20P23
100271090	RPS21P1
100271091	RPS23P3
100271092	RPS23P4
100271093	RPS23P5
100271094	RPS24P5
100271097	RPS24P10
100271098	RPS24P12
100271100	RPS25P2
100271101	RPS25P3
100271102	RPS25P5
100271103	RPS25P7
100271104	RPS26P12
100271105	RPS26P21
100271106	RPS26P13
100271107	RPS26P23
100271108	RPS26P18
100271109	RPS26P26
100271110	RPS26P19
100271111	RPS26P30
100271112	RPS26P22
100271113	RPS26P24
100271114	RPS26P34
100271115	RPS27P11
100271116	RPS27P5
100271117	RPS27P12
100271118	RPS27P15
100271119	RPS27P16
100271120	RPS28P2
100271121	RPS28P5
100271122	RPS29P13
100271123	RPS29P4
100271124	RPS29P5
100271125	FAUP2
100271126	FAUP3
100271127	RPS3AP8
100271129	RPS3AP9
100271130	RPS3AP17
100271131	RPS3AP23
100271132	RPS4XP5
100271133	RPS4XP10
100271135	RPS6P18
100271136	RPS6P19
100271137	RPL13AP9
100271138	RPL23AP17
100271139	RPL36AP9
100271140	RPL36AP10
100271141	RPS15AP6
100271142	RPS15AP7
100271143	RPS15AP8
100271144	RPS27AP6
100271145	RPL7P53
100271146	RPL7P54
100271147	RPL7P55
100271148	RPSAP59
100271149	RPSAP60
100271150	RPL17P19
100271151	RPL17P21
100271152	RPL17P23
100271153	RPL17P24
100271154	RPL17P29
100271155	RPL17P30
100271156	RPL17P31
100271157	RPL21P30
100271158	RPL21P40
100271159	RPL21P41
100271160	RPL21P31
100271161	RPL21P32
100271162	RPL21P42
100271163	RPL21P43
100271164	RPL21P47
100271165	RPL21P48
100271166	RPL21P49
100271167	RPL21P50
100271168	RPL21P54
100271169	RPL21P51
100271170	RPL21P55
100271171	RPL21P56
100271172	RPL21P57
100271173	RPL21P58
100271174	RPL21P59
100271175	RPL21P60
100271176	RPL21P63
100271177	RPL21P64
100271178	RPL21P65
100271179	RPL21P66
100271180	RPL21P67
100271181	RPL21P72
100271182	RPL21P73
100271183	RPL21P77
100271184	RPL21P74
100271185	RPL21P78
100271186	RPL21P83
100271187	RPL21P84
100271188	RPL21P79
100271189	RPL21P85
100271190	RPL21P86
100271191	RPL26P20
100271192	RPL30P15
100271193	RPL31P34
100271194	RPL31P24
100271196	RPL31P40
100271197	RPL31P42
100271198	RPL31P27
100271199	RPL31P35
100271200	RPL31P36
100271201	RPL31P41
100271202	RPL37P17
100271203	RPL39P23
100271204	RPL5P25
100271206	RPL5P26
100271207	RPL5P32
100271208	RPL6P28
100271209	RPL7AP28
100271210	RPL7AP35
100271211	RPL7AP47
100271212	RPL7AP48
100271213	RPL7AP41
100271214	RPL7AP49
100271215	RPL7AP42
100271216	RPL7P35
100271217	RPL7P39
100271218	RPL7P36
100271220	RPL7P40
100271221	RPL7P49
100271222	RPL7P41
100271223	RPL7P42
100271224	RPL7P43
100271225	RPL7P45
100271226	RPL7P51
100271227	RPL9P26
100271228	RPL9P31
100271229	RPL9P33
100271230	RPS17P17
100271231	RPS20P18
100271232	RPS20P24
100271233	RPS20P20
100271234	RPS20P21
100271235	RPS20P25
100271236	RPS21P5
100271237	RPS26P27
100271238	RPS26P37
100271239	RPS26P33
100271240	RPS26P36
100271241	RPS29P15
100271243	RPS2P36
100271244	RPS2P39
100271245	RPS2P41
100271246	RPS2P43
100271247	RPS2P42
100271248	RPS2P44
100271250	RPS2P52
100271251	RPS2P49
100271252	RPS2P54
100271253	RPS3AP24
100271254	RPS3AP30
100271255	RPS3AP27
100271256	RPS3AP31
100271257	RPS3AP28
100271258	RPS3AP32
100271259	RPS3AP33
100271260	RPS3AP34
100271261	RPS3AP35
100271262	RPS6P20
100271263	RPS6P21
100271267	RPSAP51
100271271	RPL11P3
100271272	RPL11P4
100271273	RPL12P28
100271274	RPL12P29
100271276	RPL13AP11
100271277	RPL13AP12
100271278	RPL13AP14
100271279	RPL13AP15
100271282	RPL14P4
100271283	RPL15P14
100271284	RPL17P35
100271285	RPL18AP10
100271286	RPL18P10
100271287	RPL19P17
100271288	RPL19P18
100271289	RPL22P17
100271290	RPL22P18
100271291	RPL23AP22
100271292	RPL23AP23
100271293	RPL23AP33
100271294	RPL23AP34
100271295	RPL23AP35
100271296	RPL23AP36
100271297	RPL23P11
100271298	RPL27AP3
100271299	RPL27AP4
100271300	RPL27AP5
100271301	RPL27AP7
100271302	RPL27P12
100271303	RPL30P11
100271304	RPL30P12
100271305	RPL30P13
100271306	RPL32P27
100271308	RPL34P20
100271309	RPL34P24
100271310	RPL35AP8
100271311	RPL35AP9
