Approved symbol	Chromosome	NCBI Gene ID
SRS	Xp21	
SRSF1	17q22	6426
SRSF1P1	13q21.33	100128625
SRSF2	17q25.2	6427
SRSF2P1	Xp21.1	392439
SRSF3	6p21.31-p21.2	6428
SRSF3P1	11p15.1	100506569
SRSF3P2	8q22.1	100500773
SRSF3P4	2q12.2	100131114
SRSF3P5	2q12.3	100128964
SRSF3P6	2q13	107985790
SRSF4	1p35.3	6429
SRSF5	14q24	6430
SRSF6	20q13.11	6431
SRSF6P1	Xp11.3	100128442
SRSF6P2	17p11.2	644422
SRSF7	2p22.1	6432
SRSF8	11q21	10929
SRSF8BP	11q21	643118
SRSF8CP	7p12.3	647145
SRSF9	12q24.31	8683
SRSF9P1	21q22.12	54021
SRSF10	1p36.11	10772
SRSF10P1	18q21.2	100130799
SRSF10P2	20p12.3	171472
SRSF11	1p31.1	9295
SRSF11P1	12p12.3	100421296
SRSF12	6q15	135295
SRXN1	20p13	140809
SRY	Yp11.2	6736
SS18	18q11.2	6760
SS18L1	20q13.33	26039
SS18L2	3p22.1	51188
SS18L2P1	10p11.21	646213
SS18L2P2	18q21.2	724101
SSAV1	18q12.3	
SSAV1L	reserved	
SSB	2q31.1	6741
SSBL2P	Xq11.1	653588
SSBL3P	12q12	100533757
SSBL4P	1q21.1	441904
SSBL5P	7p21.3	389465
SSBL6P	3q26.1	
SSBP1	7q34	6742
SSBP2	5q14.1	23635
SSBP3	1p32.3	23648
SSBP3-AS1	1p32.3	619518
SSBP3P1	7p14.1	100129321
SSBP3P2	2q21.1	401002
SSBP3P3	22q11.1	100132723
SSBP3P4	14q11.2	100132698
SSBP3P5	14q11.2	400174
SSBP3P6	2q21.1	646674
SSBP4	19p13.11	170463
SSC4D	7q11.23	136853
SSC5D	19q13.42	284297
SSFA1	reserved	
SSH1	12q24.11	54434
SSH2	17q11.2	85464
SSH3	11q13.2	54961
SSMEM1	7q32.2	136263
SSNA1	9q34.3	8636
SSPN	12p12.1	8082
SSPOP	7q36.1	23145
SSR1	6p24.3	6745
SSR1P1	6q25.1	100420476
SSR1P2	13q22.2	100131189
SSR2	1q22	6746
SSR3	3q25.31	6747
SSR4	Xq28	6748
SSR4P1	21q22.3	728039
SSRP1	11q12.1	6749
SST	3q27.3	6750
SSTR1	14q21.1	6751
SSTR2	17q25.1	6752
SSTR3	22q13.1	6753
SSTR4	20p11.21	6754
SSTR5	16p13.3	6755
SSTR5-AS1	16p13.3	146336
SSU72	1p36.33	29101
SSU72-AS1	1p36.33	
SSU72L1	11p15.4	390033
SSU72L2	11p15.4	390031
SSU72L3	11p15.4	143506
SSU72L4	11p15.4	441584
SSU72L5	11p15.4	196120
SSU72L6	7q31.33	136157
SSU72P1	Xq23	286528
SSU72P6	11p15.4	643263
SSUH2	3p25.3	51066
SSX1	Xp11.23	6756
SSX2	Xp11.22	6757
SSX2B	Xp11.22	727837
SSX2IP	1p22.3	117178
SSX2IPP1	3q13.11	644681
SSX3	Xp11.23	10214
SSX4	Xp11.23	6759
SSX4B	Xp11.23	548313
SSX5	Xp11.23	6758
SSX6P	Xp11.23	280657
SSX7	Xp11.22	280658
SSX8P	Xp11.22	280659
SSX9P	Xp11.23	280660
SSX10	Xp11.22	
SSX11P	Xp11.22	100996564
SSX13P	Xp11.23	326341
SSX14P	Xp11.22	326337
SSX15P	Xp11.22	326339
SSX16P	Xp11.23	326587
SSX17P	Xp11.23	326590
SSX18P	Xp11.23	100420551
SSX19P	Xp11.23	326586
SSX20P	Xp11.23	
SSX21P	Xp11.22	
SSXP2	X	
SSXP8	Xp11.23	
SSXP10	6q22.31	100287603
ST2	11p14.3-p12	
ST3	11q13-q23	
ST3GAL1	8q24.22	6482
ST3GAL1-DT	8q24.22	
ST3GAL1P1	4q13.2	100421804
ST3GAL2	16q22.1	6483
ST3GAL3	1p34.1	6487
ST3GAL3-AS1	1p34.1	101929592
ST3GAL4	11q24.2	6484
ST3GAL5	2p11.2	8869
ST3GAL5-AS1	2p11.2	101928113
ST3GAL5P1	5p13.3	100421795
ST3GAL6	3q12.1	10402
ST3GAL6-AS1	3q12.1	100874207
ST4	6q	
ST6GAL1	3q27.3	6480
ST6GAL2	2q12.3	84620
ST6GAL2-IT1	2q12.2	
ST6GALNAC1	17q25.1	55808
ST6GALNAC2	17q25.1	10610
ST6GALNAC2P1	2p11.2	100422716
ST6GALNAC3	1p31.1	256435
ST6GALNAC4	9q34.11	27090
ST6GALNAC4P1	13q12.11	
ST6GALNAC5	1p31.1	81849
ST6GALNAC6	9q34.11	30815
ST7	7q31.2	7982
ST7-AS1	7q31.2	93653
ST7-AS2	7q31.2	93654
ST7-OT3	7q31.3	93655
ST7-OT4	7q31.2	338069
ST7L	1p13.2	54879
ST8	6q25-q27	
ST8SIA1	12p12.1	6489
ST8SIA2	15q26.1	8128
ST8SIA3	18q21.31	51046
ST8SIA4	5q21.1	7903
ST8SIA5	18q21.1	29906
ST8SIA5-DT	18q21.1	105372097
ST8SIA6	10p12.33	338596
ST8SIA6-AS1	10p12.33	100128098
ST11	3p	
ST12	10pter-q11	
ST13	22q13.2	6767
ST13P	20	
ST13P1	2p25.1	729992
ST13P2	2q32.1	344328
ST13P3	12q23.3	144638
ST13P4	13q14.2	145165
ST13P5	11p15.1	144106
ST13P6	8q24.22	157530
ST13P7	7q33	155019
ST13P8	12q14.1	338805
ST13P9	12p11.1	390301
ST13P10	11q23.1	399950
ST13P11	11q21	728162
ST13P12	5q14.2	100127911
ST13P13	10q24.33	401648
ST13P14	3p21.2	
ST13P15	3q24	
ST13P16	6q15	
ST13P17	7q34	442730
ST13P18	Xq21.32	643310
ST13P19	1q32.2	100131961
ST13P20	1p31.1	729828
ST13P21	1p13.3	642818
ST13P22	12q23.2	
ST14	11q24.3	6768
ST15		
ST18	8q11.23	9705
ST20	15q25.1	400410
ST20-AS1	15q25.1	283687
ST20-MTHFS	15q25.1	100528021
STAB1	3p21.1	23166
STAB2	12q23.3	55576
STAC	3p22.3-p22.2	6769
STAC2	17q12	342667
STAC3	12q13.3	246329
STAG1	3q22.3	10274
STAG1-DT	3q22.3	
STAG2	Xq25	10735
STAG2-AS1	Xq25	101928402
STAG3	7q22.1	10734
STAG3L1	7q11.23	54441
STAG3L2	7q11.23	442582
STAG3L3	7q11.23	442578
STAG3L4	7q11.21	64940
STAG3L5P	7q22.1	101735302
STAG3L5P-PVRIG2P-PILRB	7q22.1	101752399
STAM	10p12.33	8027
STAM-DT	10p12.33	102723166
STAM2	2q23.3	10254
STAMBP	2p13.1	10617
STAMBPL1	10q23.31	57559
STAP1	4q13.2	26228
STAP2	19p13.3	55620
STAR	8p11.23	6770
STARD3	17q12	10948
STARD3NL	7p14.1	83930
STARD4	5q22.1	134429
STARD4-AS1	5q22.1	100505678
STARD5	15q25.1	80765
STARD6	18q21.2	147323
STARD7	2q11.2	56910
STARD7-AS1	2q11.2	285033
STARD8	Xq13.1	9754
STARD9	15q15.2	57519
STARD10	11q13.4	10809
STARD10-AS1	11q13.4	
STARD13	13q13.1	90627
STARD13-AS	13q13.1	100874241
STARD13-AS1	13q12-q13	
STARD13-IT1	13q13.1	
STARP1	13q21.32	6771
STAT		
STAT1	2q32.2	6772
STAT2	12q13.3	6773
STAT3	17q21.2	6774
STAT4	2q32.2-q32.3	6775
STAT4-AS1	2q32.2	105373805
STAT5A	17q21.2	6776
STAT5B	17q21.2	6777
STAT6	12q13.3	6778
STATH	4q13.3	6779
STAU1	20q13.13	6780
STAU2	8q21.11	27067
STAU2-AS1	8q21.11	100128126
STAU2P1	Xq21.31	100130134
STBD1	4q21.1	8987
STBD1P1	12q13.11	100127978
STC		
STC1	8p21.2	6781
STC2	5q35.2	8614
STD		
STEAP1	7q21.13	26872
STEAP1B	7p15.3	256227
STEAP1B-AS1	7p15.3	100506178
STEAP2	7q21.13	261729
STEAP2-AS1	7q21.13	100874100
STEAP3	2q14.2	55240
STEAP3-AS1	2q14.2	
STEAP4	7q21.12	79689
STEEP1	Xq24	63932
STFA		
STFB		
STGD1		
STGD2		
STGD3		
STGD4	4p	
STH	17q21.31	246744
STHE		
STIL	1p33	6491
STIM1	11p15.4	6786
STIM1-AS1	11p15.4	105376527
STIM2	4p15.2	57620
STIM2-AS1	4p15.2	105374546
STIMATE	3p21.1	375346
STIMATE-MUSTN1	3p21.1	100526772
STING1	5q31.2	340061
STIP1	11q13.1	10963
STIP1P1	2q22.2	100420434
STIP1P2	2q36.3	100420436
STIP1P3	Xq21.2	441505
STK2	reserved	
STK3	8q22.2	6788
STK4	20q13.12	6789
STK4-DT	20q13.12	100505826
STK6	20q13.2-20q13.3	
STK6P	1q41-q42	
STK10	5q35.1	6793
STK11	19p13.3	6794
STK11IP	2q35	114790
STK14A		
STK16	2q35	8576
STK16P1	14q21.3	326107
STK17A	7p13	9263
STK17B	2q32.3	9262
STK19	6p21.33	8859
STK19B	6p21.33	373159
STK24	13q32.2	8428
STK24-AS1	13q32.2	100874069
STK24P1	Xq26.3	100421784
STK25	2q37.3	10494
STK25P1	18p11.21	100533662
STK26	Xq26.2	51765
STK31	7p15.3	56164
STK32A	5q32	202374
STK32A-AS1	5q32	105378217
STK32B	4p16.2	55351
STK32C	10q26.3	282974
STK33	11p15.4	65975
STK33P1	9q21.33	553118
STK35	20p13	140901
STK36	2q35	27148
STK38	6p21.31	11329
STK38L	12p11.23	23012
STK39	2q24.3	27347
STK40	1p34.3	83931
STKLD1	9q34.2	169436
STM		
STMN1	1p36.11	3925
STMN1P1	12p11.21	100506685
STMN1P2	4q28.3	100289663
STMN2	8q21.13	11075
STMN3	20q13.33	50861
STMN3P1	22q11.23	101232810
STMN4	8p21.2	81551
STMND1	6p22.3	401236
STMP1	7q33	647087
STMY1		
STMY2		
STMY3		
STN	reserved	
STN1	10q24.33	79991
STNL	reserved	
STO	reserved	
STOM	9q33.2	2040
STOML1	15q24.1	9399
STOML2	9p13.3	30968
STOML3	13q13.2	161003
STON1	2p16.3	11037
STON1-GTF2A1L	2p16.3	286749
STON2	14q31.1	85439
STOT	19p13.3	
STOX1	10q22.1	219736
STOX2	4q35.1	56977
STP1		
STP2		
STPG1	1p36.11	90529
STPG2	4q22.3-q23	285555
STPG2-AS1	4q22.3	
STPG3	9q34.3	441476
STPG3-AS1	9q34.3	100129722
STPG4	2p21	285051
STRA6	15q24.1	64220
STRA6LP	9q22.33	112272565
STRA8	7q33	346673
STRADA	17q23.3	92335
STRADB	2q33.1	55437
STRADBP1	7q36.1	389599
STRAP	12p12.3	11171
STRBP	9q33.3	55342
STRC	15q15.3	161497
STRCP1	15q15.3	554225
STRIP1	1p13.3	85369
STRIP2	7q32.1	57464
STRIT1	3q25.2	100507537
STRL22		
STRM	14q24.1	
STRN	2p22.2	6801
STRN3	14q12	29966
STRN4	19q13.32	29888
STS	Xp22.31	412
STSP1	Yq11.221	6803
STT3A	11q24.2	3703
STT3A-AS1	11q24.2	
STT3B	3p23	201595
STUB1	16p13.3	10273
STUB1-DT	16p13.3	105371184
STUB1P1	2q31.2	391465
STUM	1q42.12	375057
STX1A	7q11.23	6804
STX1B	16p11.2	112755
STX1B1	16p11.2	
STX2	12q24.33	2054
STX2A		
STX2B		
STX2C		
STX3	11q12.1	6809
STX4	16p11.2	6810
STX5	11q12.3	6811
STX5-DT	11q12.3	105369332
STX6	1q25.3	10228
STX7	6q23.2	8417
STX8	17p13.1	9482
STX8P1	12p13.1	100423046
STX10	19p13.13	8677
STX11	6q24.2	8676
STX12	1p35.3	23673
STX16	20q13.32	8675
STX16-NPEPL1	20q13.32	100534593
STX17	9q31.1	55014
STX17-DT	9q31.1	441461
STX18	4p16.3-p16.2	53407
STX18-AS1	4p16.2	100507266
STX18-IT1	4p16.3	
STX18P1	17q11.2	100418889
STX19	3q11.2	415117
STXBP1	9q34.11	6812
STXBP2	19p13.2	6813
STXBP3	1p13.3	6814
STXBP4	17q22	252983
STXBP5	6q24.3	134957
STXBP5-AS1	6q24.3	729178
STXBP5L	3q13.33	9515
STXBP6	14q12	29091
STYK1	12p13.2	55359
STYX	14q22.1	6815
STYXL1	7q11.23	51657
STYXL2	1q24.1	92235
SUB1	5p13.3	10923
SUB1P1	8p23.1	728938
SUB1P2	14q24.3	100287680
SUB1P3	16p13.3	
SUB1P4	16p12.2	100288661
SUCLA2	13q14.2	8803
SUCLA2-AS1	13q14.2	
SUCLA2P1	6p22.1	646520
SUCLA2P2	2p12	100129863
SUCLA2P3	2p23	
SUCLG1	2p11.2	8802
SUCLG2	3p14.1	8801
SUCLG2-DT	3p14.1	101927111
SUCLG2P1	3q23	100421671
SUCLG2P2	12q22	283398
SUCLG2P3	11q22.3	100421712
SUCLG2P4	5p13.3	100130528
SUCNR1	3q25.1	56670
SUCO	1q24.3	51430
SUDS3	12q24.23	64426
SUDS3P1	5q35.3	285647
SUFU	10q24.32	51684
SUGCT	7p14.1	79783
SUGCT-AS1	7p14.1	101928716
SUGP1	19p13.11	57794
SUGP2	19p13	10147
SUGT1	13q14.3	10910
SUGT1-DT	13q14.3	
SUGT1P1	9p13.3	441394
SUGT1P2	3p22.3	728706
SUGT1P3	13q14.11	283507
SUGT1P4	9q22.33	112272564
SUGT1P4-STRA6LP	9q22.33	100499484
SUGT1P4-STRA6LP-CCDC180	9q22.33	57653
SULF1	8q13.2-q13.3	23213
SULF2	20q13.12	55959
SULT	reserved	
SULT1A1	16p11.2	6817
SULT1A2	16p11.2	6799
SULT1A3	16p11.2	6818
SULT1A4	16p11.2	445329
SULT1B1	4q13.3	27284
SULT1C2	2q12.3	6819
SULT1C2P2	2q12.3	106480333
SULT1C3	2q12.3	442038
SULT1C4	2q12.3	27233
SULT1C5P	2q12.3	151234
SULT1D1P	4q13.3	133150
SULT1D1P2	3q22.3	
SULT1E1	4q13.3	6783
SULT2A1	19q13.33	6822
SULT2B1	19q13.33	6820
SULT4A1	22q13.31	25830
SULT6B1	2p22.2	391365
SULT6B2P	12p12.1	
SUMF1	3p26.1	285362
SUMF2	7p11.2	25870
SUMO1	2q33.1	7341
SUMO1P1	20q13.2	391257
SUMO1P2	1q24.2	474337
SUMO1P3	1q23.2	474338
SUMO1P4	19q13.33	101290502
SUMO1P5	5q23.2	474341
SUMO2	17q25	6613
SUMO2P1	6p22.1	285829
SUMO2P2	9p21.3	
SUMO2P3	7p11.2	652489
SUMO2P4	5q13.1	100288757
SUMO2P5	5q13.3	100526738
SUMO2P6	5q35.2	
SUMO2P7	17q21.33	100131823
SUMO2P8	6q21	
SUMO2P10	3p22.3	
SUMO2P11	4q21.1	100422250
SUMO2P12	6p24.1	
SUMO2P13	6p22.3	
SUMO2P14	7p15.3	
SUMO2P15	15q15.1	
SUMO2P16	8p12	
SUMO2P17	17q21.32	100128010
SUMO2P18	8q22.1	
SUMO2P19	8q22.3	100422265
SUMO2P20	8q13.3	101927327
SUMO2P21	Xq23	728825
SUMO3	21q22.3	6612
SUMO4	6q25.1	387082
SUN1	7p22.3	23353
SUN2	22q13.1	25777
SUN3	7p12.3	256979
SUN5	20q11.21	140732
SUNO1	19q13.11	
SUOX	12q13.2	6821
SUP45L1		
SUP45L2		
SUP45L3		
SUP45L4		
SUPT3H	6p21.1	8464
SUPT4H1	17q22	6827
SUPT4H1P1	2p12	100190947
SUPT4H1P2	12p13.31	100287625
SUPT5H	19q13.2	6829
SUPT6H	17q11.2	6830
SUPT7L	2p23.3	9913
SUPT16H	14q11.2	11198
SUPT16HP1	12p12.3	400011
SUPT20H	13q13.3	55578
SUPT20HL1	Xp22.11	100130302
SUPT20HL2	Xp22.11	170067
SUPV3L1	10q22.1	6832
SUR		
SURF1	9q34.2	6834
SURF2	9q34.2	6835
SURF4	9q34.2	6836
SURF6	9q34.2	6838
SURF6P1	Yq11.222	643470
SUSD1	9q31.3-q32	64420
SUSD2	22q11.23	56241
SUSD2P1	22q11.21	729568
SUSD2P2	22q11.21	729450
SUSD3	9q22.31	203328
SUSD4	1q41	55061
SUSD5	3p22.3	26032
SUSD6	14q24.1	9766
SUV39H1	Xp11.23	6839
SUV39H2	10p13	79723
SUV39H2-DT	10p13	124902382
SUZ12	17q11.2	23512
SUZ12P1	17q11.2	440423
SUZ12P2	14q11.2	100421539
SV2A	1q21.2	9900
SV2B	15q26.1	9899
SV2C	5q13.3	22987
SV2C-AS1	5q13.3	105379041
SVBP	1p34.2	374969
SVEP1	9q31.3	79987
SVIL	10p11.23	6840
SVIL-AS1	10p11.23	102724316
SVIL2P	10p11.23	645954
SVIP	11p14.3	258010
SVOP	12q24.11	55530
SVOPL	7q34	136306
SVP65		
SWAP70	11p15.4	23075
SWI5	9q34.11	375757
SWINGN	13q34	100861555
SWSAP1	19p13.2	126074
SWT1	1q25.3	54823
SYAP1	Xp22.2	94056
SYB1		
SYB2		
SYBU	8q23.2	55638
SYBU-AS1	8q23.2	100132813
SYCE1	10q26.3	93426
SYCE1L	16q23.1	100130958
SYCE2	19p13.13	256126
SYCE3	22q13.33	644186
SYCN	19q13.2	342898
SYCP1	1p13.2	6847
SYCP1L2	reserved	
SYCP1L3	reserved	
SYCP2	20q13.33	10388
SYCP2L	6p24.2	221711
SYCP3	12q23.2	50511
SYDE1	19p13.12	85360
SYDE2	1p22.3	84144
SYF2	1p36.11	25949
SYF2P1	14q12	317778
SYF2P2	9p13.3	100128275
SYK	9q22.2	6850
SYM1	17q21-q22	
SYM2	reserved	
SYMPK	19q13.32	8189
SYN1	Xp11.3-p11.23	6853
SYN2	3p25.2	6854
SYN3	22q12.3	8224
SYN3-AS1	22q12.3	105373004
SYNC	1p35.1	81493
SYNCRIP	6q14.3	10492
SYNCRIPP1	20p12.3	149844
SYNDIG1	20p11.21	79953
SYNDIG1L	14q24.3	646658
SYNE1	6q25.2	23345
SYNE1-AS1	6q25.2	100505475
SYNE2	14q23.2	23224
SYNE3	14q32.13	161176
SYNE3-AS1	14q32.13	101929107
SYNE4	19q13.12	163183
SYNGAP1	6p21.32	8831
SYNGAP1-AS1	6p21.32	
SYNGR1	22q13.1	9145
SYNGR2	17q25.3	9144
SYNGR2P1	15q13.2	283698
SYNGR2P2	9q21.2	138916
SYNGR3	16p13.3	9143
SYNGR4	19q13.33	23546
SYNJ1	21q22.11	8867
SYNJ2	6q25.3	8871
SYNJ2-IT1	6q25.3	
SYNJ2BP	14q24.2	55333
SYNJ2BP-COX16	14q24.2	100529257
SYNM	15q26.3	23336
SYNM-AS1	15q26.3	105371016
SYNM-AS2	15q26.3	
SYNPO	5q33.1	11346
SYNPO2	4q26	171024
SYNPO2L	10q22.2	79933
SYNPO2L-AS1	10q22.2	105378360
SYNPR	3p14.2	132204
SYNPR-AS1	3p14.2	
SYNRG	17q12	11276
SYNS1	17q21-q22	
SYP	Xp11.23	6855
SYP-AS1	Xp11.23	
SYPL1	7q22.3	6856
SYPL1P1	3q25.2	100130011
SYPL1P2	17q11.1	100132972
SYPL2	1p13.3	284612
SYR		
SYS1	20q13.12	90196
SYS1-DBNDD2	20q13.12	767557
SYT1	12q21.2	6857
SYT2	1q32.1	127833
SYT2-AS1	1q32.1	
SYT3	19q13.33	84258
SYT4	18q12.3	6860
SYT5	19q13.42	6861
SYT6	1p13.2	148281
SYT7	11q12.2	9066
SYT8	11p15.5	90019
SYT9	11p15.4	143425
SYT9-AS1	11p15.4	100506258
SYT10	12p11.1	341359
SYT11	1q22	23208
SYT12	11q13.2	91683
SYT13	11p11.2	57586
SYT14	1q32.2	255928
SYT14P1	4q13.2	401135
SYT15	10q11.22	83849
SYT15-AS1	10q11.22	101927699
SYT15B	10q11.22	102724488
SYT16	14q23.2	83851
SYT17	16p12.3	51760
SYTIP2	20	
SYTL1	1p36.11	84958
SYTL2	11q14.1	54843
SYTL3	6q25.3	94120
SYTL4	Xq22.1	94121
SYTL5	Xp11.4	94122
SYVN1	11q13.1	84447
SZRD1	1p36.13	26099
SZRD1P1	12q15	100130075
SZT2	1p34.2	23334
SZT2-AS1	1p34.2	
T3D		
TAAR1	6q23.2	134864
TAAR2	6q23.2	9287
TAAR3P	6q23.2	9288
TAAR4P	6q23.2	503612
TAAR5	6q23.2	9038
TAAR6	6q23.2	319100
TAAR7P	6q23.2	503611
TAAR8	6q23.2	83551
TAAR9	6q23.2	134860
TAB1	22q13.1	10454
TAB2	6q25.1	23118
TAB2-AS1	6q25.1	105378049
TAB3	Xp21.2	257397
TAB3-AS1	Xp21.2	727682
TAB3-AS2	Xp21.2	
TAB3P1	Yq11.221	643199
TAC1	7q21.3	6863
TAC1R		
TAC2		
TAC2R		
TAC3	12q13.3	6866
TAC4	17q21.33	255061
TACC1	8p11.22	6867
TACC1P1	10p11.21	219752
TACC2	10q26.13	10579
TACC3	4p16.3	10460
TACE		
TACO1	17q23.3	51204
TACR1	2p12	6869
TACR2	10q22.1	6865
TACR3	4q24	6870
TACR3-AS1	4q24	
TACSTD2	1p32.1	4070
TADA1	1q24.1	117143
TADA2A	17q12	6871
TADA2B	4p16.1	93624
TADA3	3p25.3	10474
TAF1	Xq13.1	6872
TAF1A	1q41	9015
TAF1A-AS1	1q41	100506161
TAF1B	2p25.1	9014
TAF1C	16q24.1	9013
TAF1D	11q21	79101
TAF1L	9p21.1	138474
TAF2	8q24.12	6873
TAF3	10p14	83860
TAF3A		
TAF3B		
TAF3C		
TAF3D		
TAF4	20q13.33	6874
TAF4B	18q11.2	6875
TAF5	10q24.33	6877
TAF5L	1q42.13	27097
TAF5LP1	17q12	645744
TAF6	7q22.1	6878
TAF6L	11q12.3	10629
TAF7	5q31.3	6879
TAF7L	Xq22.1	54457
TAF8	6p21.1	129685
TAF9	5q13.2	6880
TAF9B	Xq21.1	51616
TAF9BP1	3p24.2	246135
TAF9BP2	10q25.3	100130319
TAF9P1	Yq11.222	360002
TAF9P2	Yq11.222	360003
TAF9P3	19q12	163088
TAF10	11p15.4	6881
TAF11	6p21.31	6882
TAF11L1	5p15.1	285697
TAF11L2	5p15.1	391742
TAF11L3	5p15.1	646103
TAF11L4	5p15.1	391746
TAF11L5	5p15.1	646066
TAF11L6	5p15.1	391747
TAF11L7	5p15.1	112488736
TAF11L8	5p15.1	112488737
TAF11L9	5p15.1	112488745
TAF11L10	5p15.1	112488738
TAF11L11	5p15.1	112488746
TAF11L12	5p15.1	112488739
TAF11L13	5p15.1	112488747
TAF11L14	5p15.1	112488740
TAF12	1p35.3	6883
TAF12-DT	1p35.3	105378616
TAF13	1p13.3	6884
TAF13P1	6q14.3-q15	246112
TAF13P2	2p13.1	100462886
TAF15	17q12	8148
TAFA1	3p14.1	407738
TAFA2	12q14.1	338811
TAFA3	1p13.2	284467
TAFA4	3p14.1	151647
TAFA5	22q13.32	25817
TAFAZZIN	Xq28	6901
TAGAP	6q25.3	117289
TAGAP-AS1	6q25.3	105378083
TAGLN	11q23.3	6876
TAGLN2	1q23.2	8407
TAGLN2P1	8q23.1	100418887
TAGLN2P2	8p12	642319
TAGLN3	3q13.2	29114
TAK1		
TAL1	1p33	6886
TAL2	9q31.2	6887
TALAM1	11q13.1	109136579
TALDO		
TALDO1	11p15.5	6888
TALDO1P1	1p32.3	6889
TAMALIN	12q13.13	160622
TAMALIN-AS1	12q13.13	692159
TAMM41	3p25.2	132001
TAN1		
TANAR	2q37.3	
TANC1	2q24.2	85461
TANC2	17q23.2-q23.3	26115
TANGO2	22q11.21	128989
TANGO6	16q22.1	79613
TANK	2q24.2	10010
TANK-AS1	2q24.2	105373719
TAOK1	17q11.2	57551
TAOK2	16p11.2	9344
TAOK3	12q24.23	51347
TAP1	6p21.32	6890
TAP2	6p21.32	6891
TAPA1		
TAPBP	6p21.32	6892
TAPBPL	12p13.31	55080
TAPT1	4p15.32	202018
TAPT1-AS1	4p15.32	202020
TAPVR1	4p13-q11	
TARBP1	1q42.2	6894
TARBP2	12q13.13	6895
TARBP2P1	8q22.3	6896
TARDBP	1p36.22	23435
TARDBPP1	20p12.3	643503
TARDBPP2	13q21.2	440142
TARDBPP3	2q37.3	643387
TARDBPP4	8q12.3	100128540
TARDBPP5	6q16.3	100996860
TARID	6q23.2	100507308
TARM1	19q13.42	441864
TARS1	5p13.3	6897
TARS1-DT	5p13.3	107986411
TARS2	1q21.2	80222
TARS2P1	4q28.3	100533844
TARS3	15q26.3	123283
TAS1R1	1p36.31	80835
TAS1R2	1p36.13	80834
TAS1R3	1p36.33	83756
TAS2R1	5p15.31	50834
TAS2R2	7p21.3	338396
TAS2R3	7q34	50831
TAS2R4	7q34	50832
TAS2R5	7q34	54429
TAS2R6P	7q34	448990
TAS2R7	12p13.2	50837
TAS2R8	12p13.2	50836
TAS2R9	12p13.2	50835
TAS2R10	12p13.2	50839
TAS2R12P	12p13.2	266656
TAS2R13	12p13	50838
TAS2R14	12p13.2	50840
TAS2R15P	12p13.2	266657
TAS2R16	7q31.32	50833
TAS2R18P	12p13.2	338414
TAS2R19	12p13.2	259294
TAS2R20	12p13.2	259295
TAS2R22P	12 not on reference assembly	266661
TAS2R23	12	
TAS2R30	12p13.2	259293
TAS2R31	12p13.2	259290
TAS2R33	12 not on reference assembly	266665
TAS2R36	12 not on reference assembly	266666
TAS2R37	12 not on reference assembly	266667
TAS2R38	7q34	5726
TAS2R39	7q34	259285
TAS2R40	7q34	259286
TAS2R41	7q35	259287
TAS2R42	12p13.2	353164
TAS2R43	12p13.2	259289
TAS2R44	12p13.2	
TAS2R45	12 alternate reference locus	259291
TAS2R46	12p13.2	259292
TAS2R47	12p13.2	
TAS2R48	12p13.2	
TAS2R49	12p13.2	
TAS2R50	12p13.2	259296
TAS2R60	7q35	338398
TAS2R62P	7q35	338399
TAS2R63P	12p13.2	338413
TAS2R64P	12p13.2	338412
TAS2R65P	12	
TAS2R67P	12p13.2	448991
TAS2R68P	12 alternate reference locus	100653053
TASL	Xp21.2	80231
TASOR	3p14.3	23272
TASOR2	10p15.1	54906
TASP1	20p12.1	55617
TAT	16q22.2	6898
TAT-AS1	16q22.2	100132529
TATDN1	8q24.13	83940
TATDN1P1	10q21.3	728737
TATDN2	3p25.3	9797
TATDN2P1	Xp11.3	100131103
TATDN2P2	6q25.3	100272205
TATDN2P3	13q12.12	100420458
TATDN3	1q32.3	128387
TAX		
TAX1BP1	7p15.2	8887
TAX1BP1-AS1	7p15.2	105375210
TAX1BP2	16q22.1	
TAX1BP3	17p13.2	30851
TBATA	10q22.1	219793
TBC1D1	4p14	23216
TBC1D2	9q22.33	55357
TBC1D2B	15q24.3-q25.1	23102
TBC1D3	17q12	729873
TBC1D3B	17q12	414059
TBC1D3C	17q12	414060
TBC1D3D	17q12	101060389
TBC1D3E	17q12	102723859
TBC1D3F	17q12	84218
TBC1D3G	17q12	101060321
TBC1D3H	17q12	729877
TBC1D3I	17q12	102724862
TBC1D3JP	17q12	100510707
TBC1D3K	17q12	101060351
TBC1D3L	17q12	101060376
TBC1D3P1	17q23.1	
TBC1D3P1-DHX40P1	17q23.1	653645
TBC1D3P2	17q23.2	440452
TBC1D3P3	17p11.2	653017
TBC1D3P4	17p11.2	100631253
TBC1D3P5	17q11.2	440419
TBC1D3P6	1p36.13	101928566
TBC1D3P7	17q21.2	
TBC1D4	13q22.2	9882
TBC1D4-AS1	13q22.2	
TBC1D5	3p24.3	9779
TBC1D7	6p24.1	51256
TBC1D8	2q11.2	11138
TBC1D8-AS1	2q11.2	100506286
TBC1D8B	Xq22.3	54885
TBC1D9	4q31.21	23158
TBC1D9B	5q35.3	23061
TBC1D10A	22q12.2	83874
TBC1D10B	16p11.2	26000
TBC1D10C	11q13.2	374403
TBC1D12	10q23.33	23232
TBC1D13	9q34.11	54662
TBC1D14	4p16.1	57533
TBC1D15	12q21.1	64786
TBC1D16	17q25.3	125058
TBC1D17	19q13.33	79735
TBC1D19	4p15.2	55296
TBC1D20	20p13	128637
