"treatment_name","Yes (p-value)","Filopodia (p-value)","Yes (mean diff)","Filopodia (mean diff)","Yes (combined error)","Filopodia (combined error)"
"RPF1 (ribosome production factor 1 homolog)",0.0006814806341539636,0.15439221574756856,0.1901357902602121,-0.044374124455924424,0.1952747854138371,0.10406179199624899
"RPF2 (ribosome production factor 2 homolog)",0.004701733917128914,0.2959996330486072,-0.09908197986176703,-0.039114230997787824,0.19382545118133002,0.11369470089547995
"RPGR (retinitis pigmentosa GTPase regulator)",0.00008160917572475057,0.4883988741021319,-0.4931965772847309,-0.019456792498476372,0.2019474428185813,0.10430271091222622
"RPGRIP1 (RPGR interacting protein 1)",0.111581542544821,0.8708703767929682,-0.09597776585859152,-0.0034561869868922623,0.21695863438179702,0.09802729247827495
"RPH3A (rabphilin 3A)",0.7106509994689207,0.680154288588434,0.00482121773580324,-0.010400770085423228,0.19141156745516527,0.101815662918114
"RPH3AL (rabphilin 3A like (without C2 domains))",0.8082372640778179,0.06584833335678963,-0.010312988259292166,-0.03502907055730109,0.22994771783784052,0.1020702114565861
"RPIA (ribose 5-phosphate isomerase A)",0.7690699580921452,0.07084894421791366,0.008992688180669117,0.06271221673206856,0.20000421341130334,0.10450785334065549
"RPL10A (ribosomal protein L10a)",3.2937942040511814e-7,0.012159009566715895,0.17819979501550776,-0.09630691317777479,0.1950953841951426,0.13078877987185236
"RPL11 (ribosomal protein L11)",0.0004668944833372546,0.12939885788989347,0.1842742441029006,0.06623479055178355,0.1941363073594269,0.11691152670849041
"RPL12 (ribosomal protein L12)",0.001932202414480333,0.3114125635407219,0.14937065593034504,0.03534113587291515,0.19550330059222149,0.11082688648630537
"RPL13 (ribosomal protein L13)",0.5098992728271092,0.6444571551833342,-0.02166640674113418,-0.009935161159390027,0.24007488005967972,0.13048292134447612
"RPL13A (ribosomal protein L13a)",0.8863275939836741,0.019607315018317806,0.004880609422900584,-0.033069431983586306,0.2417464147058103,0.10471923891081474
"RPL13AP17 (ribosomal protein L13a pseudogene 17)",0.001668069314836762,0.12933685924725657,-0.16362857307689416,-0.030052422085857622,0.19611976017894112,0.0941844123689905
"RPL14 (ribosomal protein L14)",0,0.0017680906278649822,0.17492044210056257,-0.05064343367449042,0.20176855989919126,0.13306539455479055
"RPL15 (ribosomal protein L15)",0.5842422993404148,0.48507778654174594,-0.05104447545279778,0.01660124168190502,0.4004634970183444,0.12504493328659042
"RPL17 (ribosomal protein L17)",1.9835466602557972e-11,0.00008474481673204082,0.18767308331239463,0.1170893516738199,0.19115686454359648,0.10333983450913159
"RPL18 (ribosomal protein L18)",0.9026003784420094,0.25500675530781747,-0.006331054428309946,0.023945006072777997,0.24728522938927958,0.10719508336729766
"RPL18A (ribosomal protein L18a)",0.002619638145549663,0.004725996629380225,0.16394472228657575,-0.08281127087770718,0.19773904359565206,0.09334666515461774
"RPL19 (ribosomal protein L19)",0.17453215021072443,0.00012004128046672058,-0.05011807714635019,-0.059815681748031035,0.20138370472609715,0.08804476912027892
"RPL21 (ribosomal protein L21)",9.641727416465073e-10,0.2111794492286485,0.1925498110553444,0.02965763474112232,0.19208513325081,0.1116523068652028
"RPL22 (ribosomal protein L22)",0.0009249657199237316,0.047442496257594335,0.18031864322697833,-0.04219280211358273,0.19552117920157588,0.09352708413387453
"RPL22L1 (ribosomal protein L22 like 1)",3.042789575857796e-8,0.33550694877480014,0.2547825955459403,-0.04270179943368829,0.19017167806765273,0.1234651990205934
"RPL23 (ribosomal protein L23)",0.012607469029368934,0.14469267518769557,-0.26406040799935565,0.03470899325404714,0.32898947509261284,0.11107015067032507
"RPL23A (ribosomal protein L23a)",0.0010463318666242838,0.8199704967399517,0.09888518290526038,-0.003741943638632006,0.23112318909910756,0.11910786283246502
"RPL23AP64 (ribosomal protein L23a pseudogene 64)",0.2627268636821407,0.0029628701735264773,-0.051935459708564835,-0.08287715574823823,0.20946848769756235,0.09208937009385149
"RPL23AP7 (ribosomal protein L23a pseudogene 7)",0.004690493897855363,0.002022323774993895,-0.11181859786663595,-0.07437383185287422,0.19489125317924752,0.09055376228914565
"RPL24 (ribosomal protein L24)",0.00047295411530390297,0.718087590246836,0.15145862198714177,0.00952192527583079,0.19283555305581898,0.10314125579701311
"RPL26 (ribosomal protein L26)",0.002520026112281304,0.5774396522494671,0.18069792464409418,-0.011780775513993369,0.19918905294122188,0.09753102385538373
"RPL26L1 (ribosomal protein L26 like 1)",0.000004941121551915728,0.5487117790698639,-0.5106741258277014,0.009964094597515405,0.19366543636706166,0.09370504404746667
"RPL27 (ribosomal protein L27)",0,0.0033166724818500803,0.19214413109817263,-0.0862397945248401,0.1926392921560423,0.14426766924850035
"RPL27A",1.7639898652888064e-8,0.4600551254136396,-0.5406672403560873,-0.02226606252803459,0.19059404600358307,0.10648781670998701
"RPL27A (ribosomal protein L27a)",8.889439739867555e-8,0.12118800142273511,0.1739441144364725,-0.06471426983565454,0.19377946275070743,0.1480383064235848
"RPL28 (ribosomal protein L28)",0.5089512751623029,0.39877046706569486,-0.06021784676892572,-0.025699600569172143,0.39268704783438413,0.14379201561954022
"RPL3 (ribosomal protein L3)",0.1046448737584651,0.26889935138151566,-0.11583060055720895,-0.018638987079058478,0.39197179246930947,0.1198235912808758
"RPL30 (ribosomal protein L30)",0.18880468702727393,0.041233503459375376,-0.04748862343715554,-0.05034301395069796,0.20109402527241774,0.09525806852960413
"RPL31 (ribosomal protein L31)",0.000051865053285249374,0.9959821664141411,-0.5030055093980682,-0.00017440430265008855,0.2000387714103148,0.1136603122858201
"RPL32 (ribosomal protein L32)",6.119152360373192e-7,0.009045066855178696,0.1674240050635013,-0.08698584415919697,0.20465945041459138,0.14141560778684473
"RPL35 (ribosomal protein L35)",0.0016688430242703944,0.015151437375768628,0.07583145178479134,-0.04967640605828527,0.19731543262446918,0.10189240250254876
"RPL35A (ribosomal protein L35a)",0.20682712040674023,0.012223220411717639,-0.03501824120965502,-0.059219862407910384,0.19656721126461627,0.09259724646907593
"RPL36A (ribosomal protein L36a)",0.000004996590291295178,0.5153605397336527,0.21318693759446883,0.011474117661724681,0.19081150142173572,0.09442727928792011
"RPL37 (ribosomal protein L37)",0.0004721179750168947,0.5563681139487908,0.19280601671317865,0.024010591784131396,0.19454129876092002,0.1209741249622608
"RPL37A (ribosomal protein L37a)",1.151984974079312e-8,0.22647697738116213,0.1350049658637833,0.018870763313250383,0.19167677765844537,0.09861443464119285
"RPL38 (ribosomal protein L38)",0.00023413163638252854,0.7127083243096868,0.22494448198673012,-0.010978522131025847,0.1943946754093643,0.10711629144362657
"RPL39 (ribosomal protein L39)",0.00021987558549541042,0.5525938502265091,0.12671576585568878,0.02016955801433218,0.19140114454493076,0.11167866224462608
"RPL39L (ribosomal protein L39 like)",0.000004944708131171538,0.07202181630535831,-0.53514290416969,0.052605117757089925,0.1939800254461381,0.09987876734055702
"RPL5 (ribosomal protein L5)",0.06369625998098494,0.0019579732505690117,-0.08867487966607424,-0.10603603205635631,0.20503549892191042,0.0934932201209537
"RPL6 (ribosomal protein L6)",0.028924606606381076,0.31195471749980075,0.06876787584556054,-0.015342694070901386,0.23596498681096867,0.11241241661416629
"RPL7 (ribosomal protein L7)",0.002186617487493825,0.00113541479062218,0.21643961040617055,-0.09741436263550779,0.2021585907314387,0.09137230204464185
"RPL7L1 (ribosomal protein L7 like 1)",0.26753535907420267,0.17452392614142487,0.04450588138001277,-0.02827223484898239,0.20470627091227847,0.0953729539653483
"RPL8 (ribosomal protein L8)",0.15071775019305433,0.13922400451655492,-0.16124224824161992,0.026874633555350358,0.37586152564238223,0.10177875371002429
"RPL9 (ribosomal protein L9)",1.5127898933542383e-12,0.005038677384098689,0.22858227413062682,0.17199351569232652,0.18983080930490076,0.11132652971089983
"RPLP0 (ribosomal protein lateral stalk subunit P0)",0.0023148665207692876,0.012475065894900217,-0.17756117698759183,-0.03610154917802966,0.29477987085721735,0.10499842712438492
"RPLP2 (ribosomal protein lateral stalk subunit P2)",0.000569089699616443,0.11966604976845696,0.20526614341603078,0.04763542309932539,0.19561186389450605,0.10266869547503821
"RPN1 (ribophorin I)",0.04288011727745511,0.19581225634337507,-0.05940057463797754,-0.05341878419437546,0.1950226703299586,0.1164277974930888
"RPN2 (ribophorin II)",0.02993452364271243,0.5645374565951051,-0.09030756159441355,0.01796799307617364,0.19933635769349764,0.10827628643411792
"RPP21 (ribonuclease P/MRP subunit p21)",0.00451719561161279,0.002996293455898913,0.11041628369267198,-0.08813331154268306,0.21121444500369266,0.11149141735524085
"RPP25 (ribonuclease P and MRP subunit p25)",0.9580970065229559,0.5219008975293287,0.0029233558178427543,-0.02875558864427663,0.22265628464461412,0.12662030648091793
"RPP25L (ribonuclease P/MRP subunit p25 like)",0.019724816317473914,0.1704619910563614,0.10733579792215331,0.036210379723018604,0.20018453423676785,0.09989978636016822
"RPP30 (ribonuclease P/MRP subunit p30)",0.5089594706268941,0.2100181373572898,-0.03156338273874659,-0.059681889032437985,0.2130868650387342,0.12500933135478007
"RPP38 (ribonuclease P/MRP subunit p38)",8.134335398590764e-7,0.10024148723548842,0.15960546916952445,-0.05816157157053359,0.1949752576298192,0.13303839324268574
"RPP38-DT (RPP38 divergent transcript)",0.2988329780595933,0.012247389653574858,0.04398371248020727,0.0962758069863276,0.20668817219454472,0.10052301477345982
"RPP40 (ribonuclease P/MRP subunit p40)",0.018695584867127968,0.4184439700776208,0.12783656871325344,-0.04816945143881324,0.20394308179323747,0.14800918157064835
"RPRD1A (regulation of nuclear pre-mRNA domain containing 1A)",0.13560036757953497,0.9550551974868526,0.05599544425633496,0.0017001709395850773,0.20465020649719567,0.11206694928925098
"RPRD1B (regulation of nuclear pre-mRNA domain containing 1B)",0.001980058822266484,0.2916060211636502,0.12839900594868792,0.033862776701536756,0.19411780384236868,0.10730851101897373
"RPS10 (ribosomal protein S10)",0.49759660816336426,0.5322929004001169,-0.01639883827795463,0.01403061999063926,0.20307761835441387,0.1108010229598152
"RPS11 (ribosomal protein S11)",0.001296850482530365,0.30925928030041616,0.1783468226988998,0.030097298800755734,0.19639027436404305,0.10472856135589743
"RPS12 (ribosomal protein S12)",7.45443347938135e-7,0.19026197242091247,-0.5227393546481088,0.03627024293635117,0.19184504465825156,0.10136764328656869
"RPS14 (ribosomal protein S14)",4.449825530272733e-8,0.7273852261062688,0.15966457857076377,0.008857526688471673,0.20697560344073784,0.141850238757553
"RPS15A (ribosomal protein S15a)",0.0002658650535523055,0.11059355073076249,0.09964362333485632,-0.0449688027709923,0.19752995435241918,0.11863192045979482
"RPS16 (ribosomal protein S16)",4.3143266736933583e-13,0.0026463247765311504,0.19411987419877075,-0.07880547129045168,0.19322192275399552,0.12095429604374494
"RPS17 (ribosomal protein S17)",0.2412804868546239,0.006956364839858287,-0.15078483147432864,0.07461051489524745,0.42467826746741794,0.11059407507038205
"RPS18 (ribosomal protein S18)",6.03471788096499e-8,0.7935527323666878,0.21192987452417988,-0.007457510161884673,0.19503121321186875,0.12353192553656321
"RPS19 (ribosomal protein S19)",0.27035271171686226,0.6881731641132274,-0.01679104723432956,-0.010925925893976451,0.19179751890401586,0.10402808285347555
"RPS19BP1 (ribosomal protein S19 binding protein 1)",0.5346020291719651,0.7634032814027041,-0.03389839312441334,-0.007891122999849176,0.2199689152442756,0.10304321370173375
"RPS2 (ribosomal protein S2)",4.884981308350689e-15,0.14555081965224348,0.182399794002728,-0.03422874169850032,0.20250529113342158,0.15258134373245202
"RPS20 (ribosomal protein S20)",0.011038111031976161,0.4247621209040817,0.09195834800925118,-0.03187225102176111,0.19528569763446438,0.11859298065510682
"RPS21",0.008849784721486786,0.09633235687124642,-0.051092093663271054,-0.037512646696609975,0.19129174456424103,0.09555346384406659
"RPS21 (ribosomal protein S21)",0.000006062327035705195,0.1648001825570793,-0.5493332579251761,0.03185868541241704,0.19453979445922776,0.09688701434437434
"RPS24 (ribosomal protein S24)",1.3379845009708902e-8,0.2669940052384805,-0.5338487880512199,0.04448093588007501,0.19053782204764447,0.11653655810427334
"RPS25 (ribosomal protein S25)",0.0004031853516439643,0.11106649327945872,-0.4950457893519789,0.02110494672628821,0.21563981776697316,0.09035562380034559
"RPS26 (ribosomal protein S26)",0.0346449526208632,0.14988695076712677,-0.08113094051916003,-0.04369265518608667,0.19826802662382983,0.10316712384580728
"RPS27 (ribosomal protein S27)",0.28304014840781533,0.01764439610214752,-0.028207054061583303,-0.10290336199134187,0.19625060714088519,0.10552454058477367
"RPS27A (ribosomal protein S27a)",0.008693998833237071,0.5085958575309872,0.07383824745911083,0.012869522432856717,0.19291286092061946,0.09589779049029924
"RPS27L (ribosomal protein S27 like)",0.0021974267362001587,0.3183661663811206,-0.10590932518406238,-0.02764902158915339,0.20554156874090557,0.12025989272643456
"RPS28 (ribosomal protein S28)",0.02122688082443358,0.012282784341697717,-0.05413367102213029,-0.09123126602338666,0.1925603568325826,0.09928514885657022
"RPS29 (ribosomal protein S29)",0.0000025233130565016637,0.5734672308121631,-0.5180085197082499,0.003713677777618496,0.19286783027705645,0.08834176750178055
"RPS3 (ribosomal protein S3)",0.0003865015819637385,0.11325605546493334,0.10219700405103438,0.031136924680619793,0.1987593172613657,0.1037541348054273
"RPS3A (ribosomal protein S3A)",0.00527068639947692,0.22121263245894318,0.16254592183139926,0.03445047856081063,0.20099262855819425,0.10225132605398753
"RPS4X (ribosomal protein S4 X-linked)",0.009252254692013073,0.09187615066031474,0.06580631012174498,0.04994967067077577,0.19981216120253556,0.12094635311313096
"RPS4Y1 (ribosomal protein S4 Y-linked 1)",0.000036187525554343125,0.36600523360301107,0.13804828373944944,0.025497494587614966,0.19870470650390729,0.12159332304275855
"RPS6 (ribosomal protein S6)",5.223803611897893e-10,0.18328428999430235,0.14019252938786453,0.020566879105762992,0.19396146273314865,0.10410859750640432
"RPS6KA1 (ribosomal protein S6 kinase A1)",0.00006831000745544102,0.006326545986852006,0.19731344792911287,0.10657068361554484,0.19197952194469226,0.09857109845181214
"RPS6KA2 (ribosomal protein S6 kinase A2)",0.000013250525201069507,0.7009968956107815,0.14969994339183834,-0.016058469993247892,0.19805938477012186,0.15496494260997806
"RPS6KA3 (ribosomal protein S6 kinase A3)",0.15170582878436956,0.0018478396386414353,0.07870189919944959,-0.09203829816601156,0.27610898482025586,0.1276621398069824
"RPS6KA4 (ribosomal protein S6 kinase A4)",0.00000947351477820213,0.03702411712961662,0.14333050386591661,-0.051960342968875806,0.20701791556163432,0.12342301214680494
"RPS6KA5 (ribosomal protein S6 kinase A5)",0.0075632453777767505,0.46523157512332647,0.12769213479974628,-0.024201760637034053,0.24709066310210592,0.152269720911843
"RPS6KA6 (ribosomal protein S6 kinase A6)",0.0001863527681937871,0.0003194934021772955,0.18112034787424158,-0.09695787771465653,0.21207488095764174,0.10300670165283468
"RPS6KB1 (ribosomal protein S6 kinase B1)",0.49937159191278147,0.000006677417222933357,-0.03943332704396296,-0.10026929906477666,0.29616776343056433,0.10583051321678014
"RPS6KB2 (ribosomal protein S6 kinase B2)",5.2979592712887325e-8,0.23987104845015006,0.17354188150325411,-0.02018157677962157,0.1934188421616322,0.1009125858047712
"RPS6KC1 (ribosomal protein S6 kinase C1)",2.226236572866469e-8,0.007706840154914962,0.19192737849246244,-0.060583626558855797,0.19349854452184953,0.10382401142117889
"RPS6KL1 (ribosomal protein S6 kinase like 1)",0.00008152433769592626,0.09258446873227877,0.11288720135516084,0.05107047666672243,0.1971333854441221,0.12240802009957637
"RPS7 (ribosomal protein S7)",0.000014918738395763853,0.08810677783197218,-0.5146700157623959,0.03171092243050072,0.19595648922455342,0.09288404098134152
"RPS8 (ribosomal protein S8)",0.006870115444713498,0.02947560901902757,0.11333581524821545,-0.09871210399344682,0.19618920295916953,0.10985267026566596
"RPSA (ribosomal protein SA)",0.4226786609887965,0.34492952939974963,0.035197940489712365,-0.015690350397021824,0.31545317136010187,0.1291247364976517
"RPTOR (regulatory associated protein of MTOR complex 1)",0.11074493371866656,0.8550335239936115,0.03419165377629463,-0.0042266658222441245,0.19325921387453202,0.09986515434275021
"RPUSD2 (RNA pseudouridine synthase domain containing 2)",0.0032821618094307503,0.3330157538673808,0.1498185949396137,-0.02701748423153022,0.20224884390348585,0.10694141545538406
"RPUSD3 (RNA pseudouridine synthase D3)",5.542013599146856e-7,0.40663108441409834,0.13101271541078108,-0.01342198740975048,0.20168959007170661,0.10867458096303548
"RPUSD4 (RNA pseudouridine synthase D4)",0.07436635474519027,0.4503527606503339,-0.042217315090770535,-0.020926687105347508,0.1936641560372507,0.10371502539437698
"RRAD (RRAD, Ras related glycolysis inhibitor and calcium channel regulator)",0.09989756406702233,0.009070087439562835,-0.13137748077691103,-0.13013269133887984,0.2343602564436376,0.10688387551197943
"RRAGA (Ras related GTP binding A)",0.01244008083259529,0.002682642270433133,-0.17641622122244105,-0.11429558157776692,0.21061817838831692,0.09562084177491924
"RRAGC (Ras related GTP binding C)",0.14246571863393798,0.277061588084234,0.03523886159674561,-0.03829997456185047,0.19444695687324356,0.11074074315841692
"RRAGD (Ras related GTP binding D)",0.03087190489094449,0.001402404947350444,0.06631407350603691,0.0728706276961461,0.19505770923205096,0.08994192551760749
"RRM1 (ribonucleotide reductase catalytic subunit M1)",0.7178025664549896,0.94734540220154,-0.01879773910478677,0.0026759062223319363,0.21827682395014825,0.12193536238376836
"RRM2 (ribonucleotide reductase regulatory subunit M2)",0.0000018172223217316485,0.014150900344166217,0.21661409940058296,0.0710052536862677,0.2005274349822942,0.11446582118737694
"RRM2B (ribonucleotide reductase regulatory TP53 inducible subunit M2B)",0.00033356774451376303,0.21011055832475622,0.1903996450978076,0.038796807265914446,0.19376018651898383,0.10492030970787007
"RRN3 (RRN3 homolog, RNA polymerase I transcription factor)",0.0037119606822642037,0.01056837197750582,0.11791996603382404,0.07624335452991066,0.19480738862241206,0.09519314487336887
"RRNAD1 (ribosomal RNA adenine dimethylase domain containing 1)",0.00001806721721608895,0.5925063248105698,-0.5283155844931134,0.024703434577919403,0.1968041469324724,0.12909221595625237
"RRP1 (ribosomal RNA processing 1)",0.2717145442509292,0.9219739396141331,-0.14014768109599884,-0.0020570301102634247,0.42324303741820335,0.10852834768987041
"RRP36 (ribosomal RNA processing 36)",0.00013080668068421453,0.05130014611618061,0.25418729019850184,-0.033507548080587646,0.19424268717222232,0.09151609327357421
"RRP7A (ribosomal RNA processing 7 homolog A)",0.37556944048613494,0.3577283229716588,0.03454688195836464,0.022193225206644296,0.20477173921589262,0.09952993243952837
"RRP8 (ribosomal RNA processing 8)",0.08768967573446251,0.21872062639576773,-0.05629167747133135,-0.026286560172986306,0.19770136677690267,0.09618286750336678
"RRS1 (ribosome biogenesis regulator 1 homolog)",0.059203427544052944,0.4185609292415211,-0.0776917664946214,-0.034313974837682226,0.20096330353484904,0.12196176074036799
"RSAD2 (radical S-adenosyl methionine domain containing 2)",0.03962342948475128,0.5212154745594233,0.0844356443144404,0.027105710868430055,0.20386360855131475,0.1299691283607786
"RSBN1 (round spermatid basic protein 1)",0.000001501458116281995,0.48813520525969856,-0.5271510753672839,-0.032797279546735225,0.19241829773954636,0.12987093793132085
"RSBN1L (round spermatid basic protein 1 like)",0.14538657587352177,0.7350074841589689,0.050828842899387494,0.007403120049876921,0.1997632292833427,0.09848827434714168
"RSKR (ribosomal protein S6 kinase related)",2.0951208323793935e-8,0.8642289450223017,0.2109586875010726,0.0070794569047098466,0.1940938912564913,0.15426357409579117
"RSL1D1 (ribosomal L1 domain containing 1)",0.002074259114505317,0.43454076992583124,-0.0982190661473118,0.00906647900712082,0.20316011351168095,0.09401317811173905
"RSL24D1 (ribosomal L24 domain containing 1)",0,0.00000981944546851743,0.19899294955033298,0.06530020684462606,0.1976872671368208,0.12357397831798743
"RSPH1 (radial spoke head component 1)",0.0010660683419339012,0.9885833870116372,0.17611822268417376,-0.0004822091616575319,0.19565435324960925,0.11241177932392828
"RSPH10B (radial spoke head 10 homolog B)",0.8349030910742907,0.3855909996594993,0.006464319545596897,-0.012517243860161453,0.2119670389607031,0.09743816041321603
"RSPH14 (radial spoke head 14 homolog)",0.03928978763802449,0.06372629839099586,0.09311820258428471,-0.14151809398666176,0.20185493135792157,0.15201287102578323
"RSPH3 (radial spoke head 3)",0.0003105821344868698,0.07411897920206845,-0.0940987124982291,-0.05031332949435985,0.19088140676435814,0.09911289381538456
"RSPH4A (radial spoke head component 4A)",0.21454815040390285,0.08822666525074241,0.06175468276050311,-0.058825141877792586,0.21144641001953288,0.10519546405411737
"RSPH9 (radial spoke head component 9)",0.06005135862121369,0.5671973338101983,0.06364816189850597,-0.01368164704074265,0.19739075611306983,0.10016921754032697
"RSPO1 (R-spondin 1)",0.003196862242393239,0.824050795266773,0.14509388272070267,0.013065783241018758,0.19673664351698597,0.1509041848946997
"RSPO3 (R-spondin 3)",0.3169424982715672,0.5626964404163641,0.045752944669086415,-0.018293902096838344,0.21465427639782236,0.11335599421758501
"RSPRY1 (ring finger and SPRY domain containing 1)",0.0409636253161183,0.40554676111719323,-0.03959869719701081,-0.04831221945440889,0.19199083911605577,0.14542591193118568
"RSRC1 (arginine and serine rich coiled-coil 1)",0.2862418134434508,0.08088601673912721,0.033748538168543396,0.036949526490514806,0.2114912331668521,0.10559162879816032
"RSU1 (Ras suppressor protein 1)",9.72983627001156e-8,0.019457620691517352,0.16330231587692734,-0.08110069286590382,0.19342581695639643,0.12565354981408972
"RTBDN (retbindin)",0.000027673597087218837,0.2831422320895527,-0.5109026821192291,-0.04015199159927052,0.197748436168346,0.11347249495504894
"RTCA (RNA 3'-terminal phosphate cyclase)",0.010896378259664052,0.3086024540406065,-0.11720055694306541,-0.04084101010099023,0.19857572205668245,0.11731713556435257
"RTCB (RNA 2',3'-cyclic phosphate and 5'-OH ligase)",2.220446049250313e-16,0.0827470783164248,-0.497098491758872,-0.02230848097558541,0.19705035629069514,0.0987044049541022
"RTF2 (replication termination factor 2)",0.0708763323751409,0.034871128505957305,0.07877355996838731,0.07837918436273411,0.20286686926818642,0.10369919618350866
"RTKN (rhotekin)",0.003176585520079156,0.0014676382917588882,-0.22007438332976142,0.061719059509872054,0.21534643560930475,0.09071275653381998
"RTKN2 (rhotekin 2)",0.000343096424453071,0.037497651047774916,0.20899892530563136,-0.04439019847600073,0.19456296327293687,0.0931943706720312
"RTL10 (retrotransposon Gag like 10)",0.03395810838001401,0.018294783559326566,-0.13991486766885702,-0.10348545022570482,0.21388497302119533,0.106081839479653
"RTL3 (retrotransposon Gag like 3)",0.5466263863649892,0.8853781990847684,-0.020162574745888118,-0.004205905592460535,0.2015162893066046,0.10662733150789276
"RTL4 (retrotransposon Gag like 4)",0.0006718433594814499,0.1812628604082993,0.18015434211065895,0.029551335402968282,0.1947139483769257,0.09641813319346529
"RTL6",0.05593406298634607,0.03782273006931458,-0.1171255415140211,-0.042268403594798054,0.213559812187163,0.09269685787503236
"RTL8B (retrotransposon Gag like 8B)",0.0002165134639176003,0.019501591466140944,0.16622568520481507,0.06546310726826038,0.19237023690767827,0.09562331468537004
"RTL8C (retrotransposon Gag like 8C)",0.004250732142269786,0.14566800339942576,-0.14381008976141907,-0.08235644577593015,0.19769197646165879,0.13436919307760845
"RTN1 (reticulon 1)",0.004031314128555286,0.000012675219636548718,-0.09507014379140188,-0.09097544706488492,0.20526203910759053,0.0938002602551453
"RTN2 (reticulon 2)",0.503005766619685,0.07413439348953554,0.020604924227594634,0.061580620884890025,0.21113830546463466,0.13004496201346727
"RTN3 (reticulon 3)",0.0017864253280150955,0.029699871962858504,0.12089003954661692,0.10591778328775231,0.19346077785154467,0.11297287514338573
"RTN4 (reticulon 4)",0.24646210130408175,0.005043152232686587,0.07307968680021104,0.0596344091213486,0.2657503806760448,0.10125259498015138
"RTN4IP1 (reticulon 4 interacting protein 1)",0.00969456859307627,0.5928026746184525,0.14056855928915313,0.018850599048469086,0.20152198631458063,0.1135586951509537
"RTN4R (reticulon 4 receptor)",0.007988399731488238,0.5002349159418271,-0.1285467072059746,-0.02553462312333632,0.19866294407903207,0.11649064467879715
"RTN4RL1 (reticulon 4 receptor like 1)",0.0375867052796548,0.11821493399638916,0.08932618492153899,0.04705119226278337,0.20059429563165757,0.1021737554457523
"RTP2 (receptor transporter protein 2)",0.24936942255777383,0.00018383102946595287,-0.0861246013944239,0.20149624154109863,0.23744761405280837,0.09395786461313461
"RTP3 (receptor transporter protein 3)",0.1254627538327453,0.8804270582769576,-0.05686689010261592,-0.0048484710214686255,0.2006853251459101,0.11042920844021785
"RTP4 (receptor transporter protein 4)",0.014566685880403663,0.20440206235613934,0.07472163865539394,0.04495000582128955,0.19404722015072656,0.10967221638009703
"RUBCNL (rubicon like autophagy enhancer)",0.6634792420155677,0.09787749597564188,-0.014130890240242944,0.05975778842047025,0.21382800743487498,0.1344916180754201
"RUFY1 (RUN and FYVE domain containing 1)",0.21864492860929308,0.002079086130209573,0.027004192778341762,0.1314522366365976,0.19402288077542873,0.09682308609138397
"RUFY2 (RUN and FYVE domain containing 2)",0.008263931188268625,0.022251907692157236,0.0645235731627617,0.10875017074367271,0.1921129017373776,0.11017928218518927
"RUFY4 (RUN and FYVE domain containing 4)",0.00006400923370186717,0.008803965770610933,0.116429438143558,-0.12015258390816969,0.1906842463710068,0.10398533176046347
"RUNDC1 (RUN domain containing 1)",0.4143207886939899,0.30177225308642885,-0.019141958844943963,-0.020015242571818248,0.19526352230950353,0.09513477147326753
"RUNDC3A (RUN domain containing 3A)",0.0009631291999663283,0.14636347298834407,0.1627265214684802,0.05846027587426067,0.1946017453569752,0.11360207966237947
"RUNDC3B (RUN domain containing 3B)",0.018542814090984683,0.5038044399876502,0.11577367872894784,-0.009977174620421525,0.20140897930336343,0.09244136198561859
"RUSC1 (RUN and SH3 domain containing 1)",0.00008732075139894491,0.08167717057220414,-0.4822645596472543,0.05834212785716836,0.20182096503148117,0.10396750800080974
"RUSC1-AS1 (RUSC1 antisense RNA 1)",0.003251058736932544,0.7288738320510588,-0.1123650106994869,0.011977466688990634,0.20972347382810197,0.13720735729442726
"RUVBL1 (RuvB like AAA ATPase 1)",0.11732319186853823,0.0029297857599861477,0.0525058924745776,0.13679803130620843,0.19855461890504728,0.09944132453196292
"RUVBL2 (RuvB like AAA ATPase 2)",2.670692555994947e-9,0.04035225198863901,0.11633394733322677,0.07055875622508384,0.19342136945480057,0.1491310875091632
"RWDD1 (RWD domain containing 1)",0.0011021072610595262,0.007703245959017169,0.08512191879956288,0.09292289893962097,0.1913097714837953,0.0969709490085453
"RWDD2A (RWD domain containing 2A)",0.19082816835776018,0.1427803469249196,0.03839456620933113,-0.031187954376821536,0.1972611086649362,0.09536477542554443
"RWDD2B (RWD domain containing 2B)",0.1405255444964082,0.3374324895790086,-0.16556064122151165,0.016815657506556836,0.3918469508352787,0.10330674806710814
"RWDD3 (RWD domain containing 3)",0.00009323649882930773,0.7632374696811535,-0.12122210563975133,-0.008892459832134492,0.198493646667286,0.12573507709285134
"RWDD4 (RWD domain containing 4)",0.006565431367815844,0.028638907714543693,0.14469216668273288,0.09015364939210052,0.19983833800555306,0.10613729451501443
"RXFP1 (relaxin family peptide receptor 1)",0.5169468124343259,0.006956002557207075,-0.020660889692880158,-0.06643608639426973,0.2003654826689025,0.09217315000512304
"RXFP4 (relaxin family peptide/INSL5 receptor 4)",0.5597005625711691,0.07808759473344096,-0.03141314732940503,-0.058794628780502234,0.21938787346696095,0.10367004171634832
"RXRA",0.4351119623653683,0.06216422136760502,-0.02093050419769593,0.05540321393054698,0.19705821420091818,0.09980643011396388
"RXRB (retinoid X receptor beta)",0.21881044146969209,0.07785062704865076,-0.04247890690881806,0.05940429603588421,0.20044721514596056,0.10394688897184803
