"treatment_name","Yes (p-value)","Filopodia (p-value)","Count_Nuclei (p-value)","Yes (mean diff)","Filopodia (mean diff)","Count_Nuclei (mean diff)","Yes (combined error)","Filopodia (combined error)","Count_Nuclei (combined error)"
"RPS6KB1 (ribosomal protein S6 kinase B1)",0.6801053255477769,0.000006677417222933357,0.15214297110734076,0.003156406219074037,-0.10026929906477638,-12.199912638322658,0.059411338732727186,0.10583051321678015,111.23944944845613
"RPS6KB2 (ribosomal protein S6 kinase B2)",0.15515036952205685,0.23987104845015494,0.0013059819531422434,-0.014381861865457007,-0.020181576779621346,-18.549912638322652,0.05910619018263142,0.10091258580477121,107.43423622661273
"RPS6KC1 (ribosomal protein S6 kinase C1)",0.009449252037849964,0.007706840154915184,0.15410100422545936,-0.025740516990815837,-0.060583626558855574,6.7500873616773305,0.057038393606245755,0.1038240114211789,107.40460160965618
"RPS6KL1 (ribosomal protein S6 kinase like 1)",0.006002322331224441,0.09258446873227677,0.4810282848540388,-0.02924282333991904,0.05107047666672265,83.65008736167734,0.05753714903377648,0.12240802009957638,375.30595459976394
"RPS7 (ribosomal protein S7)",0.004554550372494415,0.08810677783197063,0.4062349542493866,0.11285443718957147,0.03171092243050094,201.55008736167736,0.06766779891405317,0.09288404098134154,497.53845591430985
"RPS8 (ribosomal protein S8)",0.8420537328405757,0.029475609019027793,0.031132491900867976,-0.0037308066555596098,-0.0987121039934466,19.550087361677342,0.06462714968205523,0.10985267026566597,107.52216103481005
"RPSA (ribosomal protein SA)",0.8670191799002454,0.34492952939975297,0.23537910361563652,-0.001694552307861641,-0.015690350397021713,48.02067559697146,0.07773242020496911,0.12912473649765172,254.8221583853104
"RPTOR (regulatory associated protein of MTOR complex 1)",0.00036374266070393624,0.8550335239936175,0.5287193588764931,-0.06574087915589708,-0.004226665822243902,-2.849912638322664,0.05318149549660694,0.09986515434275024,106.97810576746825
"RPUSD2 (RNA pseudouridine synthase domain containing 2)",0.0383966110575793,0.3330157538673817,0.8407451412268743,-0.02705909759051503,-0.027017484231529998,-0.7832459716559868,0.056611025436435196,0.10694141545538409,106.93868233834888
"RPUSD3 (RNA pseudouridine synthase D3)",0.0000030164921840381,0.4066310844141068,0.2804793358470412,-0.029179981638018854,-0.013421987409750202,3.550087361677342,0.054260325925309806,0.10867458096303549,107.20023373853074
"RPUSD4 (RNA pseudouridine synthase D4)",0.037010938661568016,0.45035276065033836,0.3669037150252783,0.03828512675430726,-0.020926687105347286,-4.449912638322658,0.058446441843208345,0.10371502539437698,107.03511159239115
"RRAD (RRAD, Ras related glycolysis inhibitor and calcium channel regulator)",0.09550037295840519,0.009070087439562835,0.03468041667863431,0.06139829888735571,-0.13013269133887967,16.350087361677353,0.08143833555439077,0.10688387551197945,107.304310787571
"RRAGA (Ras related GTP binding A)",0.017773736466556,0.002682642270433133,0.25305302234447913,0.06370756254604826,-0.1142955815777667,-11.649912638322661,0.06316028504567055,0.09562084177491925,108.37534366079596
"RRAGC (Ras related GTP binding C)",0.117615331392807,0.27706158808423753,0.00014141089000441198,0.042140991080754614,-0.03829997456185019,-57.44991263832266,0.0698896190684097,0.11074074315841693,107.27308662286
"RRAGD (Ras related GTP binding D)",0.0036172795440347905,0.001402404947350444,0.5038079007680614,-0.03093428745482152,0.07287062769614633,-5.0499126383226525,0.052689360334515586,0.0899419255176075,107.68618812826288
"RRM1 (ribonucleotide reductase catalytic subunit M1)",0.4917849699109573,0.9473454022015351,0.9335106221438472,-0.012291961584359579,0.0026759062223321584,-0.649912638322661,0.06292229822394188,0.12193536238376837,107.82029082503732
"RRM2 (ribonucleotide reductase regulatory subunit M2)",9.801682354648733e-9,0.014150900344165773,0.02194296721512079,-0.0696040372345405,0.07100525368626803,-9.049912638322652,0.05285513122351553,0.11446582118737694,107.07346181340517
"RRM2B (ribonucleotide reductase regulatory TP53 inducible subunit M2B)",0.00011731948803239689,0.210110558324754,0.009628424777569755,-0.07071136424569464,0.03879680726591467,-14.849912638322664,0.05263590100534091,0.10492030970787007,106.93603281212383
"RRN3 (RRN3 homolog, RNA polymerase I transcription factor)",0.030157978221010184,0.010568371977505597,0.04902564015404964,-0.03365354062210027,0.07624335452991099,-9.849912638322664,0.05626144684784605,0.0951931448733689,106.93603281212383
"RRNAD1 (ribosomal RNA adenine dimethylase domain containing 1)",0.0020106166850970553,0.5925063248105662,0.3670738170624248,0.10856290945919847,0.024703434577919625,-12.849912638322664,0.0616398728781807,0.1290922159562524,110.27835287850297
"RRP1 (ribosomal RNA processing 1)",0.4948898382645641,0.9219739396141411,0.4791858820610315,0.016733117438050782,-0.002057030110263147,2.9500873616773475,0.09036771738433064,0.10852834768987042,107.24558318921869
"RRP36 (ribosomal RNA processing 36)",0.0004265137863377344,0.0513001461161815,0.7187380868926301,-0.0595369430305035,-0.033507548080587424,-1.649912638322661,0.05299658786833948,0.09151609327357424,106.99866874683828
"RRP7A (ribosomal RNA processing 7 homolog A)",0.09776318361563074,0.3577283229716546,0.7089952698461468,-0.012014444757055681,0.022193225206644518,1.1500873616773362,0.05287465638661131,0.09952993243952839,106.76289202525204
"RRP8 (ribosomal RNA processing 8)",0.13415516395353633,0.21872062639577083,0.008320056539469212,0.019617923036156143,-0.026286560172986084,-15.649912638322661,0.056453861115319644,0.0961828675033668,106.94725388524769
"RRS1 (ribosome biogenesis regulator 1 homolog)",0.012552171899426368,0.41856092924152377,0.9955380968920906,0.048074770503217595,-0.034313974837682004,-0.04991263832265247,0.05716219908338135,0.12196176074036802,108.20958882463063
"RSAD2 (radical S-adenosyl methionine domain containing 2)",0.027047225925748375,0.5212154745594204,0.07884592530322898,-0.029243843021889177,0.027105710868430277,-20.11657930498933,0.05637205196693544,0.12996912836077862,108.94715131779395
"RSBN1 (round spermatid basic protein 1)",0.008163130781289052,0.4881352052597012,0.31260299984122786,0.10479175999239301,-0.032797279546735,12.550087361677342,0.07037487861018003,0.12987093793132085,109.33213211858454
"RSBN1L (round spermatid basic protein 1 like)",0.008551486877841796,0.7350074841589569,0.43163698586979526,-0.017540941102196672,0.007403120049877254,-4.649912638322661,0.05207433104430764,0.09848827434714169,107.24604940787155
"RSKR (ribosomal protein S6 kinase related)",0.0006882847039484385,0.8642289450222973,0.17448106976951205,-0.04086235492491877,0.007079456904710069,-13.249912638322655,0.05744022872524758,0.15426357409579117,110.25210303983656
"RSL1D1 (ribosomal L1 domain containing 1)",0.0309079490836921,0.4345407699258197,0.03642738563933756,0.026802503561507096,0.009066479007121042,-8.849912638322664,0.06113213040533132,0.09401317811173907,107.16888853184575
"RSL24D1 (ribosomal L24 domain containing 1)",2.220446049250313e-16,0.00000981944546851743,0.0001153615433517885,-0.04297710224566159,0.06530020684462595,-10.783245971655987,0.05625898795842009,0.12357397831798743,107.48854748701535
"RSPH1 (radial spoke head component 1)",0.0028841913798365315,0.9885833870116592,0.3930581900731167,-0.06298726386878852,-0.00048220916165730987,-5.649912638322661,0.05584472433276023,0.11241177932392828,107.40211875747902
"RSPH10B (radial spoke head 10 homolog B)",0.16517766968751824,0.3855909996595115,0.8715171523982552,-0.009725606792408165,-0.01251724386016112,0.7500873616773447,0.05521681974931316,0.09743816041321603,107.44080335099295
"RSPH14 (radial spoke head 14 homolog)",0.07997278819888409,0.0637262983909963,0.06830362279106805,0.029651837555389027,-0.1415180939866616,30.350087361677353,0.05871972736830767,0.15201287102578323,110.11455450391482
"RSPH3 (radial spoke head 3)",0.014877308729474903,0.07411897920206933,0.3515804183022446,0.045316814814822,-0.05031332949435963,4.150087361677336,0.05706307195714317,0.09911289381538457,106.95005896957525
"RSPH4A (radial spoke head component 4A)",0.1584932189571331,0.08822666525074352,0.39312018436245033,0.018702429654277458,-0.05882514187779231,-12.649912638322661,0.05676810553531708,0.10519546405411737,110.61742680787519
"RSPH9 (radial spoke head component 9)",0.00033570454976006303,0.5671973338102039,0.00013043247091792942,-0.055141944654367406,-0.013681647040742428,-9.449912638322658,0.05264835209135312,0.100169217540327,106.66777917251126
"RSPO1 (R-spondin 1)",0.10376954938130489,0.8240507952667686,0.1908291492043943,-0.019628595980179964,0.013065783241019036,-23.64991263832266,0.05547140768244458,0.1509041848946997,111.7887074511358
"RSPO3 (R-spondin 3)",0.8165487565355534,0.5626964404163679,0.36121603975169214,-0.00337548199070159,-0.018293902096838177,-12.783245971655987,0.06147495669874991,0.11335599421758501,111.03819964436695
"RSPRY1 (ring finger and SPRY domain containing 1)",0.880120904208666,0.40554676111719545,0.2932860551712029,0.0021823255340890635,-0.04831221945440867,-13.249912638322655,0.059654288068102995,0.14542591193118568,109.37876902578319
"RSRC1 (arginine and serine rich coiled-coil 1)",0.0001525456659376978,0.08088601673912277,0.02240975040313886,-0.04701825326127855,0.03694952649051514,-7.5499126383226525,0.0567245162154245,0.10559162879816032,106.91587348230624
"RSU1 (Ras suppressor protein 1)",0.482319012273118,0.019457620691517352,0.3338412580726553,0.006513036314702819,-0.08110069286590366,6.050087361677342,0.05850572661927587,0.12565354981408974,108.14323630278535
"RTBDN (retbindin)",0.029072315556249784,0.2831422320895536,0.5505727736914918,0.11192004825975146,-0.040151991599270354,-6.849912638322664,0.09103227688463458,0.11347249495504894,109.14584331799185
"RTCA (RNA 3'-terminal phosphate cyclase)",0.01118542446512616,0.30860245404060893,0.7301857485294376,0.07032729353216546,-0.040841010100990005,-3.649912638322661,0.06237384540942279,0.11731713556435258,108.83342829110744
"RTCB (RNA 2',3'-cyclic phosphate and 5'-OH ligase)",1.9383485239110598e-7,0.08274707831642814,0.0000753446863173135,0.08189821531360225,-0.022308480975585132,16.416754028344016,0.06157556374221332,0.0987044049541022,107.25868094194124
"RTF2 (replication termination factor 2)",0.01969847893084742,0.03487112850595708,0.06482241117814214,-0.04182766636207552,0.07837918436273422,-12.249912638322655,0.05710759862447539,0.10369919618350866,107.19475319993803
"RTKN (rhotekin)",0.35322020056282266,0.0014676382917588882,0.11773770377645754,-0.007524250429709584,0.061719059509872276,7.216754028343999,0.0544168452465466,0.09071275653382,107.0097275029812
"RTKN2 (rhotekin 2)",0.003088080829998452,0.03749765104777536,0.6898058387270469,-0.05545930503684335,-0.04439019847600051,2.150087361677336,0.05501452178578435,0.0931943706720312,107.16023102623298
"RTL10 (retrotransposon Gag like 10)",0.18039659930285779,0.018294783559326566,0.5112765014401517,0.05898978116492651,-0.1034854502257046,5.9500873616773475,0.09624253053971671,0.10608183947965301,108.1703060622259
"RTL3 (retrotransposon Gag like 3)",0.002294586607551219,0.8853781990847749,0.12860033206300803,-0.047397666384636536,-0.004205905592460313,-6.849912638322664,0.053711759540208945,0.10662733150789276,106.91499012577995
"RTL4 (retrotransposon Gag like 4)",0.000007747865763851891,0.18126286040829664,0.01968459239291187,-0.061223528103641414,0.029551335402968504,-28.049912638322652,0.05177353741498385,0.0964181331934653,108.00145884938604
"RTL6",0.016877115094251716,0.03782273006931547,0.1618536085048563,0.04795165289007092,-0.04226840359479778,-15.049912638322652,0.05816228572989139,0.09269685787503237,108.41270734372252
"RTL8B (retrotransposon Gag like 8B)",0.00006251725406358766,0.019501591466140722,0.11081178825779858,-0.03305512490509224,0.0654631072682606,-9.449912638322658,0.05168868872980783,0.09562331468537005,107.12616446786296
"RTL8C (retrotransposon Gag like 8C)",0.002236238742821417,0.14566800339942665,0.07058764369485782,0.0776830692171144,-0.08235644577592993,15.550087361677342,0.057209053744540286,0.13436919307760845,107.58956786601397
"RTN1 (reticulon 1)",0.3213143624386112,0.000012675219636548718,0.0022095566306785663,0.012035964668048793,-0.09097544706488464,11.75008736167733,0.0628387893150934,0.09380026025514532,106.98792040971553
"RTN2 (reticulon 2)",0.0005437053138201975,0.07413439348953466,0.007998370185892778,-0.03992631224361129,0.06158062088489025,-30.449912638322658,0.05682501059734423,0.13004496201346727,110.3520306525946
"RTN3 (reticulon 3)",0.02864969607975132,0.029699871962858282,0.024027116518500646,-0.0313718573444928,0.10591778328775242,-32.64991263832266,0.05551788011254134,0.11297287514338575,108.67941439663551
"RTN4 (reticulon 4)",0.004829297732307447,0.005043152232686587,0.21653965370324757,-0.053576264989076125,0.05963440912134882,-9.049912638322652,0.06873178755426328,0.1012525949801514,108.67409791684526
"RTN4IP1 (reticulon 4 interacting protein 1)",0.029615680889462537,0.5928026746184494,0.4344984427966776,-0.031246158006333097,0.018850599048469308,4.9500873616773475,0.055570192367872424,0.1135586951509537,107.34437625509604
"RTN4R (reticulon 4 receptor)",0.020823875904065314,0.5002349159418298,0.7128471590315653,0.05975675069421488,-0.025534623123336098,-3.449912638322658,0.06283014314255227,0.11649064467879718,108.34673559270544
"RTN4RL1 (reticulon 4 receptor like 1)",0.00006215654794794467,0.11821493399638783,0.528956403272921,-0.05651397606372012,0.04705119226278359,-2.649912638322661,0.05205745815645461,0.10217375544575232,106.92387532069546
"RTP2 (receptor transporter protein 2)",0.5688756286098067,0.00018383102946595287,7.60996399229441e-9,0.009454299059564297,0.20149624154109885,-71.24991263832266,0.061642335830033694,0.09395786461313463,106.79754263837548
"RTP3 (receptor transporter protein 3)",0.11466919156729838,0.8804270582769615,0.23113033204711964,-0.011883646407304382,-0.0048484710214684035,-7.849912638322664,0.05304864857965658,0.11042920844021786,107.32574301441208
"RTP4 (receptor transporter protein 4)",0.4794148469144619,0.20440206235613778,0.5151349155279263,-0.009349468640095976,0.044950005821289774,105.75008736167733,0.057939821745951865,0.10967221638009704,348.2739081722827
"RUBCNL (rubicon like autophagy enhancer)",0.2801447281910663,0.09787749597564299,0.05869877928080047,0.014073600398173264,0.05975778842047047,-12.749912638322655,0.06429411410688958,0.1344916180754201,108.17384979865648
"RUFY1 (RUN and FYVE domain containing 1)",0.1902709950012067,0.002079086130209573,0.0005354946886551026,-0.016252633546354783,0.13145223663659783,-49.04991263832265,0.0563089550926194,0.09682308609138399,107.4049119621427
"RUFY2 (RUN and FYVE domain containing 2)",0.7713134198223672,0.022251907692157236,0.010526673834081457,-0.004569802218854169,0.10875017074367294,-47.04991263832265,0.06095845421235386,0.11017928218518928,109.23971399447925
"RUFY4 (RUN and FYVE domain containing 4)",0.3336882233268219,0.008803965770610933,0.18444749179030073,0.013213825028559778,-0.12015258390816946,11.150087361677336,0.05797552925868649,0.10398533176046348,107.74189117328332
"RUNDC1 (RUN domain containing 1)",0.00009978313901792824,0.30177225308643396,0.9212521635006521,-0.04983704467335712,-0.020015242571818026,-0.44991263832265815,0.052039138119444925,0.09513477147326754,106.99773415168951
"RUNDC3A (RUN domain containing 3A)",0.022815650083085837,0.1463634729883425,0.00031316285526061804,-0.027275842064728162,0.05846027587426089,-30.449912638322658,0.0541384031155826,0.11360207966237947,106.9603436493901
"RUNDC3B (RUN domain containing 3B)",0.000613698162727605,0.5038044399876584,0.2618526350784345,-0.028257712321471617,-0.009977174620421303,8.150087361677336,0.051896243269833886,0.0924413619856186,107.50960475043904
"RUSC1 (RUN and SH3 domain containing 1)",0.061964653288361315,0.08167717057220303,0.14581597413415537,0.04740153615021139,0.05834212785716869,6.350087361677353,0.06589171373408707,0.10396750800080974,106.90049164337658
"RUSC1-AS1 (RUSC1 antisense RNA 1)",0.6925873119291555,0.7288738320510557,0.04417903052823813,0.003709463620695297,0.011977466688990857,-24.349912638322664,0.05880510616918317,0.1372073572944273,111.54522551780443
"RUVBL1 (RuvB like AAA ATPase 1)",0.016029810699507152,0.0029297857599861477,2.5455055840950536e-9,-0.03683621942197304,0.13679803130620866,-71.84991263832265,0.0553801255348665,0.09944132453196294,106.78396468382144
"RUVBL2 (RuvB like AAA ATPase 2)",0.03194473925715058,0.04035225198863901,4.4502805485180374e-7,-0.020063360143294268,0.07055875622508395,-55.91657930498933,0.06080268677640427,0.1491310875091632,109.71129155446127
"RWDD1 (RWD domain containing 1)",0.019865047935184954,0.007703245959016947,0.39791522558219006,-0.021089184944829753,0.09292289893962141,173.35008736167737,0.052928620742248564,0.0969709490085453,423.57138136752775
"RWDD2A (RWD domain containing 2A)",0.816392423456455,0.1427803469249218,0.36483819852531574,0.0029570531416604484,-0.031187954376821314,229.55008736167736,0.05785998036756734,0.09536477542554445,513.7460609227049
"RWDD2B (RWD domain containing 2B)",0.25665956186145866,0.3374324895790006,0.25971562024437556,0.018490849551412225,0.016815657506557113,-7.359003547413565,0.07232913956368656,0.10330674806710816,108.43941175922403
"RWDD3 (RWD domain containing 3)",0.090976383987736,0.7632374696811535,0.00776725354284169,0.03609892211218291,-0.008892459832134436,-26.349912638322664,0.07920807991850894,0.12573507709285134,109.39888076939191
"RWDD4 (RWD domain containing 4)",0.005442706914710049,0.02863890771454347,0.07970099595067359,-0.027847768699137743,0.09015364939210074,-26.249912638322655,0.052695727232133706,0.10613729451501443,109.56831254334269
"RXFP1 (relaxin family peptide receptor 1)",0.001793573964452344,0.006956002557207075,0.043642778888509426,-0.04099408123758699,-0.06643608639426951,10.150087361677336,0.052958687676970324,0.09217315000512305,106.93369494034901
"RXFP4 (relaxin family peptide/INSL5 receptor 4)",0.07177589020468589,0.07808759473344207,0.9542098106339334,-0.0267764285019903,-0.058794628780501956,-0.2499126383226553,0.05697780860386079,0.10367004171634833,106.96127857124571
"RXRA",0.5614090975291326,0.06216422136760391,0.01167444714328525,-0.008155658906550983,0.05540321393054731,-40.849912638322664,0.058891279471592076,0.0998064301139639,108.73966669801607
"RXRB (retinoid X receptor beta)",0.13591336879600924,0.07785062704864987,0.00003599909952467506,0.04199215066626613,0.05940429603588443,-48.04991263832265,0.07196748925101763,0.10394688897184805,106.99212640935605
"RXRG (retinoid X receptor gamma)",0.0012175539106358269,0.6962033802219474,0.4422377041122838,0.13336339411511897,-0.006394174830621879,4.9500873616773475,0.0631060200920751,0.09370112184404854,107.37232005314789
"RXYLT1 (ribitol xylosyltransferase 1)",0.1519916650297677,0.08637326864402373,0.10813157547051166,0.014517198934311554,0.043921560671571436,-26.049912638322652,0.05455785057017196,0.09753670188705896,110.31235249778524
"RYBP (RING1 and YY1 binding protein)",0.7811621458086049,0.9048561472542236,0.0000819593475200886,0.008544180583594269,0.003706328529871017,-45.749912638322655,0.10743226368147929,0.12921586711794686,108.93537126937065
"S100A1 (S100 calcium binding protein A1)",0.02554912766712225,0.5482065077999274,0.8334538676992782,0.051181875326099385,-0.025770586906524007,-1.0499126383226525,0.06107516580078801,0.12393486753353503,107.08321583514208
"S100A10 (S100 calcium binding protein A10)",0.022550250451322418,0.0598339617878858,0.35625603361999003,0.05249599276586023,-0.07291302335958616,-3.649912638322661,0.06083414909071397,0.10749316490533015,106.87242447701665
"S100A11 (S100 calcium binding protein A11)",0.023260557395378356,0.00004834024129851677,0.25950436988361747,0.09386113675076349,-0.15708228843897049,-12.449912638322658,0.07803325395091308,0.0896908001198289,108.68999546230383
"S100A12 (S100 calcium binding protein A12)",0.013117450743589165,0.0036550860580855105,0.07627344625634658,-0.050735681364220186,0.06742768320993148,-7.649912638322661,0.057934444052868454,0.09091411392307003,106.87008521375674
"S100A13 (S100 calcium binding protein A13)",0.016738812147525595,0.1632455771938235,0.024230045131867994,0.033420199539234946,-0.0461470655597625,-8.449912638322658,0.05478386959441847,0.10623468292003559,106.78255996929286
"S100A14 (S100 calcium binding protein A14)",0.004297119591003762,0.6240347624591907,0.3203496752513453,0.08317928542198696,0.01585393437391741,4.9500873616773475,0.06053346888690816,0.1099574071232882,107.03651299250936
"S100A16 (S100 calcium binding protein A16)",0.00034204084889744024,0.8520915031606611,0.09352610659051108,0.07374540862754778,0.005389445484552169,-9.049912638322652,0.053540340119064285,0.10626867626569951,107.02716997844811
"S100A3 (S100 calcium binding protein A3)",0.005475562718969096,0.7376375934168999,0.19423901921466746,0.09823138585730731,0.012318905672006275,-5.649912638322661,0.06532294592600013,0.11619893122184342,106.90984572805083
"S100A6 (S100 calcium binding protein A6)",0.008173043688014747,0.7666203959715878,0.781896468513712,0.12487591723571642,-0.007223368785565509,2.350087361677339,0.07696445558023567,0.10101844818229923,108.04034021417938
"S100A7 (S100 calcium binding protein A7)",0.016872609613594935,0.43481830893486895,0.44609910827419785,0.06863549427619187,0.02096212274714815,2.9500873616773475,0.06447538425123416,0.10268288768015961,106.86587441085028
"S100A8 (S100 calcium binding protein A8)",0.014723783433006066,0.2570431720210882,0.19886764043173422,0.055657312326701874,0.011372389332545252,4.350087361677353,0.059677828922243714,0.08941122580568982,106.78349644769844
"S100A9 (S100 calcium binding protein A9)",0.0027357840324422344,0.5496696003629151,0.5980780969483672,-0.05799195544481611,-0.01760390694026087,2.350087361677339,0.05510125600795362,0.10611227928465175,106.97062734038549
"S100B (S100 calcium binding protein B)",0.049800914297625676,0.6180039575253509,0.36290385098866484,0.052474714226344754,-0.007784403868519196,219.15008736167738,0.0665029138377983,0.09305987874977997,489.3887157603816
"S100P (S100 calcium binding protein P)",0.0034376417250170377,0.0678991794369701,0.8196551035314319,0.145604390089652,-0.06753043847608975,4.7500873616773305,0.07351965351077597,0.10642642017615515,115.15952029074985
"S100PBP (S100P binding protein)",0.0009033651334391379,0.7634801548849719,0.6143021797575112,0.1302811348067737,-0.016920650039565832,-5.649912638322661,0.06114909156733312,0.14633688999006245,109.06289521920655
"S1PR1 (sphingosine-1-phosphate receptor 1)",0.053305110231522956,0.09455012830735021,0.8418583128905772,0.0322980817653262,-0.06350732715620488,1.9500873616773475,0.05787411810511436,0.1089308430782351,108.52333902712184
"S1PR3 (sphingosine-1-phosphate receptor 3)",0.02893504906923794,0.003953883922082513,0.006452301024876039,0.056330647401482,0.11929911098454188,-18.049912638322652,0.0637837309425364,0.09824064234437498,106.9991360413514
"S1PR4 (sphingosine-1-phosphate receptor 4)",0.648624498730207,0.5826601687714066,0.41229807470714874,-0.009816253094937333,-0.009182950703515325,-8.049912638322652,0.0680342716587003,0.09382647483705722,108.38964486331535
"S1PR5 (sphingosine-1-phosphate receptor 5)",0.000592943340993024,0.18374348660553874,0.18738467841911777,-0.044479023824427005,-0.028471767892256417,11.150087361677336,0.05248814803317045,0.09591103446399243,107.76045245634238
"SAA1 (serum amyloid A1)",0.004328366100968761,0.09523473033094243,0.6270668642290269,0.04003236870959073,-0.054292891562823464,1.9500873616773475,0.05370618781645421,0.10365409052412462,106.89628203822444
"SAA4 (serum amyloid A4, constitutive)",0.0032154893073825797,0.009382615074980505,0.2956507009762197,-0.021344223959439385,-0.06675602975670203,5.550087361677342,0.05412442490492657,0.10837937266345059,107.67654032247623
"SAAL1 (serum amyloid A like 1)",0.060046301704908656,0.038677412272193346,0.012270280527751254,-0.01823728563803184,-0.11820592852939033,26.150087361677336,0.05373114754141225,0.12341819510169763,107.57237151608969
"SACM1L (SAC1 like phosphatidylinositide phosphatase)",0.0006870960111153845,0.0029482754040597303,0.11302935419091131,0.04534602403522742,0.19907673089302064,-17.249912638322655,0.052603451444531164,0.11134923654800878,108.32227431879201
"SAE1 (SUMO1 activating enzyme subunit 1)",0.13063255288546394,0.3219400648899118,0.0000026861625397334166,-0.014826108084884104,0.04644528806528103,-27.449912638322658,0.05426433674943761,0.12681254022926602,106.75914533938358
"SAFB2 (scaffold attachment factor B2)",0.00028824536783389476,0.5267626458981152,0.08281625757392952,-0.05690208365248821,0.017689161380632867,-5.849912638322664,0.052635733941794806,0.1043254819521964,106.76757519769579
"SALL2 (spalt like transcription factor 2)",0.35304976216150363,0.03844871955220297,0.032009924505465026,0.0030967702791550866,0.07475877248455437,-44.249912638322655,0.051777368505327874,0.10325810671451231,111.00772546807553
"SALL4 (spalt like transcription factor 4)",0.28086518943417804,0.020278375234403567,0.001329812699377264,-0.008884924185524862,0.1058804170650694,-57.64991263832266,0.0537795426676277,0.10801666942523405,108.05885023261919
"SAMD10 (sterile alpha motif domain containing 10)",0.003996930141622501,0.0701546089175007,0.012170019009431154,-0.06551180477445266,-0.03099799706386447,-13.849912638322664,0.05704630245557246,0.09181186034585889,106.92668101832969
"SAMD11 (sterile alpha motif domain containing 11)",0.005812900367933693,0.38492538605650495,0.06442923190805572,-0.04477793871115111,0.03449205448394882,-10.849912638322664,0.05472877398938831,0.1178305238401841,107.07154203426616
"SAMD12 (sterile alpha motif domain containing 12)",0.007219918655826607,0.5396237993846007,0.37482915624557434,0.03935717623136148,-0.02281248732163299,-4.249912638322655,0.05431524103822983,0.11584190225731018,107.01035049748985
"SAMD3 (sterile alpha motif domain containing 3)",0.40684903494603253,0.5644937030190316,0.00868994354774677,-0.008764556991822353,0.010916639344615175,-13.449912638322658,0.05554462464290312,0.09557597096915608,106.87616719173468
"SAMD4A (sterile alpha motif domain containing 4A)",0.01774113173462699,0.3458630004756269,0.0009369016176545841,-0.018162198435225124,0.01934033370408672,-15.849912638322664,0.05761711723371381,0.11616827233072276,107.59640580505956
"SAMD4B (sterile alpha motif domain containing 4B)",0.0008149759268132328,0.04659363590753873,0.8858151657545146,-0.05179171898066626,-0.09530755836990806,-1.2499126383226553,0.05306190068836497,0.11507731501465186,108.12592248668044
"SAMD7 (sterile alpha motif domain containing 7)",0.9584891400720066,0.19444197100155192,0.85651112555335,-0.0006424374037913572,-0.05382152875393259,-1.649912638322661,0.05752623227308883,0.1166160174698373,108.27610592183127
"SAMD9L (sterile alpha motif domain containing 9 like)",0.011988141792217633,0.006022430679051505,0.0004869602747501478,-0.03610391135092439,0.07245896343834418,-22.049912638322652,0.054652592540897375,0.09262578522605638,106.86353500420817
"SAMHD1 (SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1)",0.12438765160460918,0.10355972321966833,0.16509937893338433,0.017640574018683408,-0.04402188123459966,-19.849912638322664,0.055253013466752605,0.09911942766383745,109.78303654752689
"SAMM50 (SAMM50 sorting and assembly machinery component)",0.005703508690629633,0.4199778103184497,0.15918496147074257,-0.020092270029966747,0.019109891699754022,-7.949912638322658,0.05432336158653394,0.11279911200906992,107.77787652923573
"SAMSN1 (SAM domain, SH3 domain and nuclear localization signals 1)",0.07293842906504366,0.8093955433058486,0.9069888590759014,0.0195472391832677,-0.007828719980315146,-0.649912638322661,0.05447413663623031,0.11061716071021642,107.20874550891651
"SAP130 (Sin3A associated protein 130)",0.8463194626065011,0.7263264277814789,0.6021116572343819,-0.0025935242903705746,-0.01725890628811705,-5.0499126383226525,0.05851056528750626,0.13483465310041956,108.43345938222032
"SAP18 (Sin3A associated protein 18)",0.2846503123139583,0.019629928473067437,0.0006541573282941027,0.005243120210705471,0.07318330546786661,-67.84991263832265,0.05223038278131732,0.09760502919446647,108.04311691910607
"SAP30BP (SAP30 binding protein)",0.9481973459836035,0.08480215143099823,0.6674738639822921,-0.0008085148869646508,-0.026905337906717508,2.150087361677336,0.05762151748549427,0.09125028209302584,107.07854646751433
"SAPCD1 (suppressor APC domain containing 1)",0.00031964543758866704,0.05584633979377984,0.9324361888177595,-0.06198500716979627,0.04661581305477758,-0.44991263832265815,0.052909435118723966,0.09569808896533219,107.15183205897894
"SAR1A (secretion associated Ras related GTPase 1A)",0.5583901717038935,0.8394166218477304,0.023798063873339492,0.011483480139828334,0.009432744362996848,-61.64991263832266,0.06525839271370674,0.13091252419597957,113.55710067448722
"SAR1B (secretion associated Ras related GTPase 1B)",0.0035423356436889986,0.5941506286334155,0.38719094640950136,0.09829075017150321,0.023433864445079722,216.15008736167738,0.06265471271063153,0.12583611979541282,509.7934043449323
"SARAF (store-operated calcium entry associated regulatory factor)",0.7303407181679338,0.1716566837674134,0.09817254059579406,-0.00467656510918929,-0.04441549596685962,-10.249912638322655,0.05862289464545776,0.10579661510017777,107.16209737400452
"SARDH (sarcosine dehydrogenase)",0.4124026287227638,0.3109832575694722,0.013427714101643673,-0.010035389203149087,0.031626813582556756,-43.849912638322664,0.0569207458732043,0.10652243849501573,109.23055943093776
